t_host_mono_ns,channel,can_id,data_hex
199180702172500,0,17,117ff47fe7fc1c19
199180702178000,0,17,117ff57ff7fc1c19
199180702183300,0,17,117ff47fe7fd1c19
199180702188800,0,17,117ff57ff7fc1c19
199180702194600,0,17,117ff57ff7fc1c19
199180702200100,0,17,117ff58007fc1c19
199180702205600,0,17,117ff57ff7fc1c19
199180702212700,0,17,117ff47ff7fc1c19
199180702218400,0,17,117ff47ff7fc1c19
199180702223900,0,17,117ff57fe7fc1c19
199180702230200,0,17,117ff57ff7fc1c19
199180702236200,0,17,117ff57ff7fc1c19
199180702244200,0,17,117ff58007fc1c19
199180702253300,0,17,117ff57ff7fc1c19
199180702259500,0,17,117ff57ff7fc1c19
199180702279900,0,17,117ff58007fc1c19
199180702300400,0,17,117ff57ff7fc1c19
199180702307500,0,17,117ff57ff7fc1c19
199180702315200,0,17,117ff47fe7fc1c19
199180702321200,0,17,117ff47fe7fd1c19
199180702327500,0,17,117ff57ff7fc1c19
199180702333600,0,17,117ff57ff7fd1c19
199180702339200,0,17,117ff57ff7fd1c19
199180702344800,0,17,117ff58007fd1c19
199180702351100,0,17,117ff58007fc1c19
199180702356900,0,17,117ff47fe7fc1c19
199180702362400,0,17,117ff57ff7fc1c19
199180702368600,0,17,117ff57ff7fc1c19
199180702375100,0,17,117ff57fe7fc1c19
199180702380400,0,17,117ff58007fc1c19
199180702385800,0,17,117ff47ff7fc1c19
199180811514900,0,17,117ff57ff7fc1c19
199180811544200,0,17,117ff57ff7fc1c19
199180811551800,0,17,117ff57ff7fc1c19
199180811563000,0,17,117ff57ff7fc1c19
199180811580600,0,17,117ff57ff7fc1c19
199180811587500,0,17,117ff47ff7fc1c19
199180811593300,0,17,117ff57fe7fc1c19
199180811598700,0,17,117ff57ff7fc1c19
199180811604400,0,17,117ff58007fc1c19
199180811610000,0,17,117ff58007fc1c19
199180811615600,0,17,117ff58007fd1c19
199180811620900,0,17,117ff57ff7fc1c19
199180811628300,0,17,117ff57ff7fc1c19
199180811637300,0,17,117ff47ff7fb1c19
199180811645700,0,17,117ff47ff7fb1c19
199180811654300,0,17,117ff57ff7fb1c19
199180811661000,0,17,117ff57ff7fc1c19
199180811667900,0,17,117ff58007fb1c19
199180811749100,0,17,117ff47ff7fb1c19
199180811756400,0,17,117ff57fe7fb1c19
199180811761900,0,17,117ff57ff7fc1c19
199180811767300,0,17,117ff57ff7fc1c19
199180811772600,0,17,117ff57ff7fc1c19
199180811778000,0,17,117ff57fe7fc1c19
199180811783300,0,17,117ff57ff7fc1c19
199180811788700,0,17,117ff57ff7fc1c19
199180811794000,0,17,117ff57ff7fd1c19
199180811801300,0,17,117ff57ff7fd1c19
199180811806600,0,17,117ff57ff7fd1c19
199180811812200,0,17,117ff47fe7fd1c19
199180811818400,0,17,117ff57ff7fd1c19
199180811823700,0,17,117ff57ff7fd1c19
199180811829000,0,17,117ff57ff7fd1c19
199180811834200,0,17,117ff57ff7fd1c19
199180811839700,0,17,117ff47ff7fc1c19
199180811845000,0,17,117ff47fe7fd1c19
199180811850300,0,17,117ff58007fd1c19
199180811855600,0,17,117ff47fe7fd1c19
199180811861100,0,17,117ff47fe7fd1c19
199180811866400,0,17,117ff47ff7fe1c19
199180811871800,0,17,117ff57ff7fe1c19
199180811877800,0,17,117ff57ff7fe1c19
199180811883100,0,17,117ff57ff7fd1c19
199180811888400,0,17,117ff57ff7fd1c19
199180811893700,0,17,117ff58007fd1c19
199180811899200,0,17,117ff47ff7fd1c19
199180811904600,0,17,117ff57ff7fc1c19
199180811909800,0,17,117ff58017fc1c19
199180811914900,0,17,117ff57ff7fc1c19
199180811920200,0,17,117ff57ff7fc1c19
199180811925700,0,17,117ff57ff7fc1c19
199180811930900,0,17,117ff47ff7fc1c19
199180811936500,0,17,117ff57ff7fc1c19
199180811941800,0,17,117ff47ff7fc1c19
199180811947100,0,17,117ff57fe7fd1c19
199180811952400,0,17,117ff57ff7fd1c19
199180811957900,0,17,117ff57ff7fd1c19
199180811963100,0,17,117ff57ff7fd1c19
199180811968300,0,17,117ff57ff7fd1c19
199180811973600,0,17,117ff47ff7fd1c19
199180811979100,0,17,117ff57fe7fd1c19
199180811984400,0,17,117ff47ff7fd1c19
199180811989700,0,17,117ff57ff7fd1c19
199180811994800,0,17,117ff57ff7fd1c19
199180811999900,0,17,117ff48007fd1c19
199180812005100,0,17,117ff47ff7fd1c19
199180812010600,0,17,117ff57fe7fd1c19
199180812015900,0,17,117ff48007fd1c19
199180812021100,0,17,117ff57ff7fd1c19
199180812026900,0,17,117ff57ff7fc1c19
199180812032900,0,17,117ff57ff7fc1c19
199180812038600,0,17,117ff58007fc1c19
199180812044200,0,17,117ff57ff7fc1c19
199180812049600,0,17,117ff57ff7fc1c19
199180812057600,0,17,117ff47ff7fc1c19
199180812063300,0,17,117ff47ff7fc1c19
199180812068700,0,17,117ff57ff7fc1c19
199180812074500,0,17,117ff58007fc1c19
199180812079700,0,17,117ff58007fc1c19
199180812085100,0,17,117ff58007fc1c19
199180812090400,0,17,117ff57ff7fc1c19
199180812097300,0,17,117ff57ff7fc1c19
199180812102500,0,17,117ff57ff7fb1c19
199180812108100,0,17,117ff47ff7fb1c19
199180812113800,0,17,117ff47fe7fb1c19
199180812119400,0,17,117ff57fe7fc1c19
199180812124600,0,17,117ff48007fc1c19
199180812129900,0,17,117ff47fe7fc1c19
199180812135300,0,17,117ff57ff7fd1c19
199180812140500,0,17,117ff57ff7fd1c19
199180812145700,0,17,117ff57ff7fd1c19
199180812151000,0,17,117ff57fe7fd1c19
199180812156200,0,17,117ff48007fd1c19
199180812161800,0,17,117ff57ff7fd1c19
199180812167000,0,17,117ff58007fd1c19
199180812172300,0,17,117ff57ff7fd1c19
199180812177700,0,17,117ff47ff7fc1c19
199180812183000,0,17,117ff57fe7fc1c19
199180812188400,0,17,117ff58007fc1c19
199180812193800,0,17,117ff47ff7fc1c19
199180812199100,0,17,117ff47fe7fc1c19
199180812205100,0,17,117ff47fe7fc1c19
199180812210300,0,17,117ff57ff7fc1c19
199180812215700,0,17,117ff58007fc1c19
199180812221000,0,17,117ff57ff7fc1c19
199180812226200,0,17,117ff57ff7fc1c19
199180812231400,0,17,117ff47ff7fb1c19
199180812236600,0,17,117ff57ff7fb1c19
199180812242000,0,17,117ff57ff7fb1c19
199180812247300,0,17,117ff57ff7fb1c19
199180919817400,0,17,117ff47ff7fb1c19
199180919975300,0,17,117ff57ff7fb1c19
199180919999700,0,17,117ff57ff7fb1c19
199180920007500,0,17,117ff57fe7fc1c19
199180920013400,0,17,117ff57ff7fc1c19
199180920019600,0,17,117ff57ff7fc1c19
199180920033000,0,17,117ff58007fc1c19
199180920050800,0,17,117ff48007fc1c19
199180920057500,0,17,117ff57fe7fc1c19
199180920063000,0,17,117ff58007fc1c19
199180920068400,0,17,117ff57ff7fc1c19
199180920073700,0,17,117ff57fe7fc1c19
199180920081200,0,17,117ff47ff7fc1c19
199180920089600,0,17,117ff57ff7fc1c19
199180920097600,0,17,117ff57ff7fc1c19
199180920103700,0,17,117ff57ff7fc1c19
199180920109900,0,17,117ff48007fc1c19
199180920115500,0,17,117ff57ff7fc1c19
199180920121000,0,17,117ff57ff7fc1c19
199180920126600,0,17,117ff57ff7fc1c19
199180920132100,0,17,117ff57ff7fc1c19
199180920137400,0,17,117ff57ff7fc1c19
199180920143000,0,17,117ff47ff7fc1c19
199180920149600,0,17,117ff47ff7fb1c19
199180920155200,0,17,117ff57fe7fc1c19
199180920160600,0,17,117ff58007fc1c19
199180920165900,0,17,117ff47ff7fd1c19
199180920175700,0,17,117ff57ff7fc1c19
199180920186700,0,17,117ff47ff7fc1c19
199180920195200,0,17,117ff47fe7fc1c19
199180920201500,0,17,117ff57fe7fc1c19
199180920206800,0,17,117ff58007fc1c19
199180920216300,0,17,117ff48007fc1c19
199180920221600,0,17,117ff57ff7fc1c19
199180920227100,0,17,117ff57ff7fd1c19
199180920232900,0,17,117ff58007fd1c19
199180920238100,0,17,117ff47ff7fc1c19
199180920243500,0,17,117ff57ff7fc1c19
199180920248800,0,17,117ff47ff7fc1c19
199180920254200,0,17,117ff57ff7fc1c19
199180920259500,0,17,117ff47ff7fc1c19
199180920264800,0,17,117ff57ff7fc1c19
199180920270600,0,17,117ff47ff7fc1c19
199180920275800,0,17,117ff57ff7fc1c19
199180920281100,0,17,117ff57ff7fc1c19
199180920286400,0,17,117ff57ff7fc1c19
199180920291800,0,17,117ff57ff7fd1c19
199180920297200,0,17,117ff58007fc1c19
199180920302500,0,17,117ff57ff7fc1c19
199180920308200,0,17,117ff47ff7fd1c19
199180920313800,0,17,117ff57ff7fc1c19
199180920319200,0,17,117ff57ff7fc1c19
199180920324500,0,17,117ff47ff7fc1c19
199180920329800,0,17,117ff57ff7fc1c19
199180920335000,0,17,117ff58007fc1c19
199180920340300,0,17,117ff57ff7fc1c19
199180920345600,0,17,117ff57ff7fc1c19
199180920350800,0,17,117ff58007fb1c19
199180920356300,0,17,117ff57ff7fb1c19
199180920361700,0,17,117ff57ff7fb1c19
199180920367100,0,17,117ff57ff7fb1c19
199180920372700,0,17,117ff57ff7fb1c19
199180920378100,0,17,117ff57ff7fb1c19
199180920383300,0,17,117ff57ff7fc1c19
199180920388500,0,17,117ff58007fb1c19
199180920393700,0,17,117ff47fe7fb1c19
199180920398700,0,17,117ff47fe7fb1c19
199180920404500,0,17,117ff57fe7fb1c19
199180920409800,0,17,117ff57ff7fb1c19
199180920415100,0,17,117ff57ff7fc1c19
199180920420900,0,17,117ff58007fc1c19
199180920426200,0,17,117ff57ff7fd1c19
199180920431500,0,17,117ff47fe7fd1c19
199180920437300,0,17,117ff58007fd1c19
199180920442600,0,17,117ff57fe7fd1c19
199180920448100,0,17,117ff47ff7fd1c19
199180920453500,0,17,117ff57ff7fd1c19
199180920458800,0,17,117ff58007fd1c19
199180920464000,0,17,117ff57ff7fd1c19
199180920469400,0,17,117ff58007fc1c19
199180920474700,0,17,117ff57ff7fc1c19
199180920479900,0,17,117ff58007fc1c19
199180920485000,0,17,117ff57ff7fc1c19
199180920490300,0,17,117ff47fe7fb1c19
199180920495500,0,17,117ff47fe7fb1c19
199180920500700,0,17,117ff57ff7fb1c19
199180920506100,0,17,117ff57ff7fc1c19
199180920511600,0,17,117ff57ff7fc1c19
199180920516800,0,17,117ff57ff7fc1c19
199180920522100,0,17,117ff47ff7fd1c19
199180920527400,0,17,117ff47ff7fc1c19
199180920532700,0,17,117ff57fe7fd1c19
199180920538100,0,17,117ff57ff7fd1c19
199180920543500,0,17,117ff57ff7fd1c19
199180920548700,0,17,117ff58007fd1c19
199180920554000,0,17,117ff58007fc1c19
199180920559300,0,17,117ff47ff7fc1c19
199180920574200,0,17,117ff57ff7fc1c19
199180920591400,0,17,117ff57ff7fc1c19
199180920600900,0,17,117ff57ff7fc1c19
199180920608900,0,17,117ff47ff7fb1c19
199180920615000,0,17,117ff57ff7fb1c19
199180920620200,0,17,117ff57ff7fc1c19
199180920625500,0,17,117ff57fe7fc1c19
199180920631000,0,17,117ff58007fc1c19
199180920636800,0,17,117ff58007fc1c19
199180920642400,0,17,117ff57ff7fc1c19
199180920648100,0,17,117ff57ff7fc1c19
199181030519300,0,17,117ff57ff7fc1c19
199181030577800,0,17,117ff47ff7fc1c19
199181030597000,0,17,117ff57ff7fd1c19
199181030617400,0,17,117ff57ff7fd1c19
199181030627000,0,17,117ff57ff7fd1c19
199181030635400,0,17,117ff57ff7fd1c19
199181030643600,0,17,117ff57ff7fd1c19
199181030651300,0,17,117ff57ff7fc1c19
199181030656800,0,17,117ff57ff7fc1c19
199181030662300,0,17,117ff47ff7fc1c19
199181030667600,0,17,117ff47fe7fc1c19
199181030683900,0,17,117ff47ff7fc1c19
199181030699400,0,17,117ff47fe7fd1c19
199181030706300,0,17,117ff58007fd1c19
199181030711700,0,17,117ff57ff7fd1c19
199181030717200,0,17,117ff58007fc1c19
199181030738700,0,17,117ff47ff7fc1c19
199181030744900,0,17,117ff57fe7fc1c19
199181030750400,0,17,117ff57ff7fc1c19
199181030756000,0,17,117ff58007fc1c19
199181030761900,0,17,117ff58007fc1c19
199181030767600,0,17,117ff57fe7fb1c19
199181030773400,0,17,117ff57fe7fb1c19
199181030778700,0,17,117ff57ff7fc1c19
199181030786700,0,17,117ff57ff7fc1c19
199181030792400,0,17,117ff47fe7fc1c19
199181030798100,0,17,117ff57ff7fc1c19
199181030803900,0,17,117ff57fe7fc1c19
199181030809600,0,17,117ff57ff7fd1c19
199181030814900,0,17,117ff57ff7fe1c19
199181030830000,0,17,117ff57ff7fe1c19
199181030839100,0,17,117ff57ff7fd1c19
199181030847700,0,17,117ff58007fd1c19
199181030856000,0,17,117ff58007fd1c19
199181030862400,0,17,117ff47ff7fd1c19
199181030867800,0,17,117ff57ff7fd1c19
199181030873200,0,17,117ff57ff7fc1c19
199181030878600,0,17,117ff58007fc1c19
199181030884100,0,17,117ff58007fc1c19
199181030889600,0,17,117ff58007fc1c19
199181030895400,0,17,117ff57ff7fc1c19
199181030910700,0,17,117ff47ff7fc1c19
199181030916200,0,17,117ff47fe7fc1c19
199181030921700,0,17,117ff57ff7fc1c19
199181030927000,0,17,117ff57ff7fc1c19
199181030932300,0,17,117ff47ff7fc1c19
199181030937600,0,17,117ff57fe7fc1c19
199181030943000,0,17,117ff48007fc1c19
199181030948300,0,17,117ff57fe7fd1c19
199181030953800,0,17,117ff57fe7fd1c19
199181030959300,0,17,117ff48007fc1c19
199181030965400,0,17,117ff47fe7fc1c19
199181030970900,0,17,117ff47ff7fc1c19
199181030976400,0,17,117ff47fe7fd1c19
199181030982000,0,17,117ff57ff7fd1c19
199181030990700,0,17,117ff57ff7fd1c19
199181030996600,0,17,117ff58007fd1c19
199181031002100,0,17,117ff58007fd1c19
199181031007800,0,17,117ff57fe7fc1c19
199181031013300,0,17,117ff47fe7fc1c19
199181031018800,0,17,117ff57fe7fd1c19
199181031024600,0,17,117ff57ff7fd1c19
199181031030400,0,17,117ff57ff7fd1c19
199181031035800,0,17,117ff58007fd1c19
199181031041100,0,17,117ff58007fc1c19
199181031046500,0,17,117ff57ff7fc1c19
199181031053700,0,17,117ff47fe7fc1c19
199181031060300,0,17,117ff47fe7fc1c19
199181031065600,0,17,117ff47ff7fc1c19
199181031070900,0,17,117ff57fe7fd1c19
199181031078500,0,17,117ff47ff7fc1c19
199181031083900,0,17,117ff47ff7fd1c19
199181031089900,0,17,117ff57ff7fd1c19
199181031095200,0,17,117ff47ff7fc1c19
199181031101200,0,17,117ff57ff7fc1c19
199181031106600,0,17,117ff58007fd1c19
199181031113200,0,17,117ff57ff7fc1c19
199181031119500,0,17,117ff47fe7fd1c19
199181031125100,0,17,117ff47ff7fd1c19
199181031130400,0,17,117ff57fe7fd1c19
199181031135800,0,17,117ff57ff7fd1c19
199181031141200,0,17,117ff58007fd1c19
199181031146800,0,17,117ff48007fd1c19
199181031152100,0,17,117ff47ff7fc1c19
199181031157300,0,17,117ff47ff7fc1c19
199181031162600,0,17,117ff58007fc1c19
199181031168100,0,17,117ff57ff7fb1c19
199181031173500,0,17,117ff57ff7fb1c19
199181031178800,0,17,117ff57ff7fb1c19
199181031184100,0,17,117ff57ff7fb1c19
199181031189400,0,17,117ff58007fb1c19
199181031194700,0,17,117ff57ff7fb1c19
199181031200100,0,17,117ff57ff7fb1c19
199181031206000,0,17,117ff57ff7fb1c19
199181031211900,0,17,117ff57ff7fb1c19
199181031217300,0,17,117ff58007fb1c19
199181031222500,0,17,117ff47ff7fb1c19
199181031228000,0,17,117ff47fd7fb1c19
199181031233600,0,17,117ff57fe7fc1c19
199181031238900,0,17,117ff58007fd1c19
199181031244300,0,17,117ff57ff7fd1c19
199181031249500,0,17,117ff57fe7fd1c19
199181031254800,0,17,117ff57ff7fd1c19
199181031260200,0,17,117ff58007fd1c19
199181031265500,0,17,117ff47ff7fc1c19
199181031270900,0,17,117ff57fe7fd1c19
199181031276500,0,17,117ff48007fd1c19
199181031282900,0,17,117ff47ff7fd1c19
199181031288400,0,17,117ff57ff7fd1c19
199181031293900,0,17,117ff57ff7fd1c19
199181031299200,0,17,117ff57ff7fd1c19
199181139893500,0,17,117ff58007fc1c19
199181139926700,0,17,117ff57ff7fc1c19
199181139938100,0,17,117ff47fe7fc1c19
199181139947100,0,17,117ff47ff7fc1c19
199181139965200,0,17,117ff47fe7fc1c19
199181139971700,0,17,117ff58007fc1c19
199181139977800,0,17,117ff58007fc1c19
199181139984300,0,17,117ff57ff7fc1c19
199181139990800,0,17,117ff57ff7fc1c19
199181139998500,0,17,117ff57ff7fc1c19
199181140007000,0,17,117ff57ff7fc1c19
199181140015400,0,17,117ff47ff7fc1c19
199181140021600,0,17,117ff57fe7fc1c19
199181140027100,0,17,117ff47fe7fc1c19
199181140032400,0,17,117ff47ff7fd1c19
199181140038600,0,17,117ff58007fd1c19
199181140044000,0,17,117ff58007fd1c19
199181140049800,0,17,117ff57ff7fc1c19
199181140055100,0,17,117ff57ff7fc1c19
199181140060500,0,17,117ff57ff7fc1c19
199181140065900,0,17,117ff57ff7fb1c19
199181140071200,0,17,117ff57fe7fb1c19
199181140076900,0,17,117ff57ff7fc1c19
199181140089000,0,17,117ff58007fc1c19
199181140096500,0,17,117ff57ff7fb1c19
199181140107900,0,17,117ff57ff7fb1c19
199181140114000,0,17,117ff57ff7fb1c19
199181140119200,0,17,117ff47ff7fc1c19
199181140124300,0,17,117ff47ff7fc1c19
199181140129600,0,17,117ff57ff7fc1c19
199181140134900,0,17,117ff47fe7fc1c19
199181140140200,0,17,117ff57fe7fc1c19
199181140145400,0,17,117ff57ff7fc1c19
199181140150600,0,17,117ff58007fd1c19
199181140157500,0,17,117ff58007fd1c19
199181140162900,0,17,117ff57ff7fc1c19
199181140168300,0,17,117ff47ff7fd1c19
199181140173600,0,17,117ff57ff7fc1c19
199181140178900,0,17,117ff57ff7fc1c19
199181140184100,0,17,117ff57ff7fc1c19
199181140189600,0,17,117ff47ff7fb1c19
199181140195600,0,17,117ff57fe7fc1c19
199181140202100,0,17,117ff58007fc1c19
199181140208200,0,17,117ff57ff7fc1c19
199181140213500,0,17,117ff57ff7fc1c19
199181140218800,0,17,117ff57ff7fc1c19
199181140224100,0,17,117ff57ff7fc1c19
199181140229300,0,17,117ff57fe7fc1c19
199181140234500,0,17,117ff57ff7fc1c19
199181140240400,0,17,117ff47ff7fc1c19
199181140246000,0,17,117ff57ff7fc1c19
199181140251600,0,17,117ff57ff7fc1c19
199181140257800,0,17,117ff58007fc1c19
199181140263000,0,17,117ff57ff7fc1c19
199181140268300,0,17,117ff57ff7fc1c19
199181140273500,0,17,117ff57ff7fc1c19
199181140278700,0,17,117ff57ff7fc1c19
199181140284000,0,17,117ff57fe7fc1c19
199181140289900,0,17,117ff57ff7fc1c19
199181140295100,0,17,117ff58007fd1c19
199181140302100,0,17,117ff57ff7fc1c19
199181140307300,0,17,117ff57fe7fc1c19
199181140312400,0,17,117ff47ff7fc1c19
199181140317800,0,17,117ff57ff7fc1c19
199181140323000,0,17,117ff57ff7fd1c19
199181140329600,0,17,117ff47ff7fc1c19
199181140339200,0,17,117ff57ff7fd1c19
199181140348800,0,17,117ff57ff7fd1c19
199181140358700,0,17,117ff57ff7fc1c19
199181140368100,0,17,117ff58007fc1c19
199181140377500,0,17,117ff57ff7fc1c19
199181140384700,0,17,117ff47fe7fc1c19
199181140390000,0,17,117ff57fe7fc1c19
199181140395300,0,17,117ff57ff7fd1c19
199181140400500,0,17,117ff57ff7fc1c19
199181140405700,0,17,117ff58007fd1c19
199181140411000,0,17,117ff58007fc1c19
199181140416200,0,17,117ff57fe7fc1c19
199181140421400,0,17,117ff57ff7fc1c19
199181140426600,0,17,117ff57ff7fc1c19
199181140433100,0,17,117ff47ff7fc1c19
199181140439300,0,17,117ff57ff7fc1c19
199181140444600,0,17,117ff47ff7fc1c19
199181140450000,0,17,117ff57fe7fc1c19
199181140455400,0,17,117ff57ff7fc1c19
199181140460700,0,17,117ff57fe7fc1c19
199181140466000,0,17,117ff57ff7fd1c19
199181140471300,0,17,117ff57ff7fd1c19
199181140486300,0,17,117ff47ff7fd1c19
199181140505000,0,17,117ff47ff7fd1c19
199181140517900,0,17,117ff58007fd1c19
199181140526200,0,17,117ff58007fd1c19
199181140534000,0,17,117ff58007fc1c19
199181140541900,0,17,117ff57ff7fc1c19
199181140548000,0,17,117ff58007fc1c19
199181140553400,0,17,117ff57ff7fc1c19
199181140558800,0,17,117ff57ff7fb1c19
199181140564100,0,17,117ff57ff7fb1c19
199181140569400,0,17,117ff57ff7fc1c19
199181140575300,0,17,117ff57ff7fb1c19
199181140583800,0,17,117ff57ff7fb1c19
199181140601700,0,17,117ff57ff7fb1c19
199181140608600,0,17,117ff57ff7fb1c19
199181140614200,0,17,117ff57ff7fb1c19
199181140620700,0,17,117ff57ff7fc1c19
199181140627300,0,17,117ff47ff7fc1c19
199181140634700,0,17,117ff57ff7fb1c19
199181140643300,0,17,117ff57ff7fb1c19
199181140649400,0,17,117ff57ff7fc1c19
199181248650500,0,17,117ff57ff7fc1c19
199181248695500,0,17,117ff47ff7fc1c19
199181248711300,0,17,117ff57ff7fd1c19
199181248718900,0,17,117ff57fe7fc1c19
199181248724800,0,17,117ff57ff7fd1c19
199181248730500,0,17,117ff47fe7fd1c19
199181248747400,0,17,117ff57ff7fc1c19
199181248756300,0,17,117ff58007fc1c19
199181248764800,0,17,117ff47ff7fc1c19
199181248773200,0,17,117ff47ff7fd1c19
199181248781600,0,17,117ff47fe7fd1c19
199181248787800,0,17,117ff57fd7fd1c19
199181248793700,0,17,117ff58007fd1c19
199181248799100,0,17,117ff58017fd1c19
199181248804700,0,17,117ff58007fd1c19
199181248810200,0,17,117ff58007fd1c19
199181248815900,0,17,117ff47ff7fc1c19
199181248832000,0,17,117ff57fe7fc1c19
199181248840700,0,17,117ff57ff7fc1c19
199181248847100,0,17,117ff57ff7fc1c19
199181248852700,0,17,117ff57ff7fc1c19
199181248858400,0,17,117ff47ff7fc1c19
199181248864000,0,17,117ff47fd7fc1c19
199181248872100,0,17,117ff57fe7fc1c19
199181248877600,0,17,117ff58007fc1c19
199181248883000,0,17,117ff57fe7fc1c19
199181248889900,0,17,117ff58007fd1c19
199181248896100,0,17,117ff57ff7fc1c19
199181248901500,0,17,117ff47fe7fd1c19
199181248906900,0,17,117ff57ff7fd1c19
199181248915400,0,17,117ff58007fd1c19
199181248921200,0,17,117ff47fe7fd1c19
199181248926800,0,17,117ff57ff7fc1c19
199181248932100,0,17,117ff58007fc1c19
199181248937500,0,17,117ff58007fc1c19
199181248944400,0,17,117ff57ff7fc1c19
199181248949900,0,17,117ff57ff7fc1c19
199181248955200,0,17,117ff57ff7fc1c19
199181248961000,0,17,117ff57ff7fc1c19
199181248966300,0,17,117ff57ff7fb1c19
199181248977100,0,17,117ff47fe7fb1c19
199181248983400,0,17,117ff47ff7fb1c19
199181248988800,0,17,117ff47fe7fb1c19
199181248994100,0,17,117ff57ff7fb1c19
199181248999600,0,17,117ff47ff7fb1c19
199181249005300,0,17,117ff57ff7fc1c19
