t_host_mono_ns,t_rel_s,phase,q_cmd_rad,kp,kd,q_real_rad,dq_real,tau_real_nm
199180622526100,0.0455339,ramp,-0.0040054932478827965,2.1249153333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180623548800,0.0465566,ramp,-0.0040054932478827965,2.1726413333333334,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180624603800,0.0476116,ramp,-0.0040054932478827965,2.221874666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180625558300,0.0485661,ramp,-0.0040054932478827965,2.266418,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180626574600,0.0495824,ramp,-0.0040054932478827965,2.313845333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180627594300,0.0506021,ramp,-0.0040054932478827965,2.3614313333333334,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180628599600,0.0516074,ramp,-0.0040054932478827965,2.408345333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180629590000,0.0525978,ramp,-0.0040054932478827965,2.454564,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180630594500,0.0536023,ramp,-0.0040054932478827965,2.5014406666666664,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180631597900,0.0546057,ramp,-0.0040054932478827965,2.548266,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180632642800,0.0556506,ramp,-0.0040054932478827965,2.597028,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180633613000,0.0566208,ramp,-0.0040054932478827965,2.6423039999999998,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180634219900,0.0572277,ramp,-0.0040054932478827965,2.6706260000000004,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180635238900,0.0582467,ramp,-0.0040054932478827965,2.7181793333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180636230500,0.0592383,ramp,-0.0040054932478827965,2.7644539999999997,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180637231700,0.0602395,ramp,-0.0040054932478827965,2.8111766666666664,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180638250100,0.0612579,ramp,-0.0040054932478827965,2.858702,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180639303100,0.0623109,ramp,-0.0040054932478827965,2.907842,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180640272500,0.0632803,ramp,-0.0040054932478827965,2.9530806666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180641300200,0.064308,ramp,-0.0040054932478827965,3.0010399999999997,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180642314400,0.0653222,ramp,-0.0040054932478827965,3.0483693333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180643312600,0.0663204,ramp,-0.0040054932478827965,3.0949519999999997,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180644372600,0.0673804,ramp,-0.0040054932478827965,3.1444186666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180645384300,0.0683921,ramp,-0.0040054932478827965,3.191631333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180646538900,0.0695467,ramp,-0.0040054932478827965,3.2455126666666665,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180647560700,0.0705685,ramp,-0.0040054932478827965,3.2931966666666668,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180648763700,0.0717715,ramp,-0.0040054932478827965,3.349336666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180649424700,0.0724325,ramp,-0.0040054932478827965,3.380183333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180650434400,0.0734422,ramp,-0.0040054932478827965,3.4273026666666664,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180651995500,0.0750033,ramp,-0.0040054932478827965,3.5001539999999998,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180652148400,0.0751562,ramp,-0.0040054932478827965,3.5072893333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180653341600,0.0763494,ramp,-0.0040054932478827965,3.5629720000000002,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180654301400,0.0773092,ramp,-0.0040054932478827965,3.607762666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180655402000,0.0784098,ramp,-0.0040054932478827965,3.659124,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180656464800,0.0794726,ramp,-0.0040054932478827965,3.7087213333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180657610800,0.0806186,ramp,-0.0040054932478827965,3.7622013333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180658778500,0.0817863,ramp,-0.0040054932478827965,3.816694,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180659452100,0.0824599,ramp,-0.0040054932478827965,3.8481286666666668,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180660457200,0.083465,ramp,-0.0040054932478827965,3.895033333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180661536500,0.0845443,ramp,-0.0040054932478827965,3.9454006666666666,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180662695000,0.0857028,ramp,-0.0040054932478827965,3.9994639999999997,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180663334900,0.0863427,ramp,-0.0040054932478827965,4.029325999999999,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180664337800,0.0873456,ramp,-0.0040054932478827965,4.076128000000001,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180665440500,0.0884483,ramp,-0.0040054932478827965,4.1275873333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180666595900,0.0896037,ramp,-0.0040054932478827965,4.181506,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180667596500,0.0906043,ramp,-0.0040054932478827965,4.228200666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180668789800,0.0917976,ramp,-0.0040054932478827965,4.283888,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180669480100,0.0924879,ramp,-0.0040054932478827965,4.316102,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180670548500,0.0935563,ramp,-0.0040054932478827965,4.365960666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180671686300,0.0946941,ramp,-0.0040054932478827965,4.419058,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180672305300,0.0953131,ramp,-0.0040054932478827965,4.447944666666666,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180673339200,0.096347,ramp,-0.0040054932478827965,4.496193333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180674324100,0.0973319,ramp,-0.0040054932478827965,4.5421553333333335,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180675332700,0.0983405,ramp,-0.0040054932478827965,4.589223333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180676333200,0.099341,ramp,-0.0040054932478827965,4.635913333333334,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180677356100,0.1003639,ramp,-0.0040054932478827965,4.683648666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180678351300,0.1013591,ramp,-0.0040054932478827965,4.730091333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180679357200,0.102365,ramp,-0.0040054932478827965,4.777033333333334,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180680461200,0.103469,ramp,-0.0040054932478827965,4.828553333333334,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180681737000,0.1047448,ramp,-0.0040054932478827965,4.888090666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180682361500,0.1053693,ramp,-0.0040054932478827965,4.9172340000000005,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180683368200,0.106376,ramp,-0.0040054932478827965,4.964213333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180684454800,0.1074626,ramp,-0.0040054932478827965,5.014921333333334,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180685484700,0.1084925,ramp,-0.0040054932478827965,5.062983333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180686584600,0.1095924,ramp,-0.0040054932478827965,5.114312,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180687737800,0.1107456,ramp,-0.0040054932478827965,5.168127999999999,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180688367000,0.1113748,ramp,-0.0040054932478827965,5.197490666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180689428100,0.1124359,ramp,-0.0040054932478827965,5.247008666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180690389400,0.1133972,ramp,-0.0040054932478827965,5.291869333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180691433400,0.1144412,ramp,-0.0040054932478827965,5.340589333333334,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180692449900,0.1154577,ramp,-0.0040054932478827965,5.388026,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180693459100,0.1164669,ramp,-0.0040054932478827965,5.435122,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180694443500,0.1174513,ramp,-0.0040054932478827965,5.481060666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180695470300,0.1184781,ramp,-0.0040054932478827965,5.5289779999999995,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180696460900,0.1194687,ramp,-0.0040054932478827965,5.575206,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180697484400,0.1204922,ramp,-0.0040054932478827965,5.622969333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180698479000,0.1214868,ramp,-0.0040054932478827965,5.669384,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180699505600,0.1225134,ramp,-0.0040054932478827965,5.7172920000000005,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180700534700,0.1235425,ramp,-0.0040054932478827965,5.765316666666667,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180701641200,0.124649,ramp,-0.0040054932478827965,5.816953333333333,2.0,-0.0040054932478827965,-0.010989010989007397,-0.0146520146520146
199180702517200,0.125525,ramp,-0.0040054932478827965,5.857833333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180703548200,0.126556,ramp,-0.0040054932478827965,5.905946666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180704539300,0.1275471,ramp,-0.0040054932478827965,5.952198,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180705540400,0.1285482,ramp,-0.0040054932478827965,5.9989159999999995,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180706591100,0.1295989,ramp,-0.0040054932478827965,6.047948666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180707600500,0.1306083,ramp,-0.0040054932478827965,6.095054,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180708578400,0.1315862,ramp,-0.0040054932478827965,6.140689333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180709599900,0.1326077,ramp,-0.0040054932478827965,6.188359333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180710620000,0.1336278,ramp,-0.0040054932478827965,6.235964,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180711653600,0.1346614,ramp,-0.0040054932478827965,6.284198666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180712249800,0.1352576,ramp,-0.0040054932478827965,6.312021333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180713294100,0.1363019,ramp,-0.0040054932478827965,6.360755333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180714297200,0.137305,ramp,-0.0040054932478827965,6.407566666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180715274900,0.1382827,ramp,-0.0040054932478827965,6.453192666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180716313300,0.1393211,ramp,-0.0040054932478827965,6.501651333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180717401400,0.1404092,ramp,-0.0040054932478827965,6.552429333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180718312700,0.1413205,ramp,-0.0040054932478827965,6.594956666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180719338000,0.1423458,ramp,-0.0040054932478827965,6.642804,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180720388100,0.1433959,ramp,-0.0040054932478827965,6.691808666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180721411900,0.1444197,ramp,-0.0040054932478827965,6.739586,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180722391100,0.1453989,ramp,-0.0040054932478827965,6.7852820000000005,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180723590100,0.1465979,ramp,-0.0040054932478827965,6.841235333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180724566000,0.1475738,ramp,-0.0040054932478827965,6.886777333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180725805300,0.1488131,ramp,-0.0040054932478827965,6.9446113333333335,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180726435300,0.1494431,ramp,-0.0040054932478827965,6.974011333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180727474800,0.1504826,ramp,-0.0040054932478827965,7.022521333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180728646400,0.1516542,ramp,-0.0040054932478827965,7.077196000000001,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180729235100,0.1522429,ramp,-0.0040054932478827965,7.104668666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180730244900,0.1532527,ramp,-0.0040054932478827965,7.151792666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180731433500,0.1544413,ramp,-0.0040054932478827965,7.2072606666666665,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180732386600,0.1553944,ramp,-0.0040054932478827965,7.251738666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180733497400,0.1565052,ramp,-0.0040054932478827965,7.3035760000000005,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180734552200,0.15756,ramp,-0.0040054932478827965,7.3528,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180735694700,0.1587025,ramp,-0.0040054932478827965,7.406116666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180736338200,0.159346,ramp,-0.0040054932478827965,7.436146666666668,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180737364900,0.1603727,ramp,-0.0040054932478827965,7.484059333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180738496400,0.1615042,ramp,-0.0040054932478827965,7.536862666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180739553900,0.1625617,ramp,-0.0040054932478827965,7.5862126666666665,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180740696200,0.163704,ramp,-0.0040054932478827965,7.639520000000001,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180741324500,0.1643323,ramp,-0.0040054932478827965,7.668840666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180742347000,0.1653548,ramp,-0.0040054932478827965,7.716557333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180743554400,0.1665622,ramp,-0.0040054932478827965,7.772902666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180744718400,0.1677262,ramp,-0.0040054932478827965,7.8272226666666675,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180745344600,0.1683524,ramp,-0.0040054932478827965,7.856445333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180746350600,0.1693584,ramp,-0.0040054932478827965,7.903392,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180747456100,0.1704639,ramp,-0.0040054932478827965,7.954981999999999,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180748719000,0.1717268,ramp,-0.0040054932478827965,8.013917333333334,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180749852200,0.17286,ramp,-0.0040054932478827965,8.0668,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180750489800,0.1734976,ramp,-0.0040054932478827965,8.096554666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180751493200,0.174501,ramp,-0.0040054932478827965,8.14338,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180752588800,0.1755966,ramp,-0.0040054932478827965,8.194508,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180753798000,0.1768058,ramp,-0.0040054932478827965,8.250937333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180754484900,0.1774927,ramp,-0.0040054932478827965,8.282992666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180755464300,0.1784721,ramp,-0.0040054932478827965,8.328698,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180756638900,0.1796467,ramp,-0.0040054932478827965,8.383512666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180757252900,0.1802607,ramp,-0.0040054932478827965,8.412166,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180758259000,0.1812668,ramp,-0.0040054932478827965,8.459117333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180759365200,0.182373,ramp,-0.0040054932478827965,8.510739999999998,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180760419400,0.1834272,ramp,-0.0040054932478827965,8.559936,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180761725600,0.1847334,ramp,-0.0040054932478827965,8.620892000000001,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180762331500,0.1853393,ramp,-0.0040054932478827965,8.649167333333335,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180763338200,0.186346,ramp,-0.0040054932478827965,8.696146666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180764479700,0.1874875,ramp,-0.0040054932478827965,8.749416666666665,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180765710900,0.1887187,ramp,-0.0040054932478827965,8.806872666666665,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180766340100,0.1893479,ramp,-0.0040054932478827965,8.836235333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180767369800,0.1903776,ramp,-0.0040054932478827965,8.884288000000002,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180768563200,0.191571,ramp,-0.0040054932478827965,8.93998,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180769538300,0.1925461,ramp,-0.0040054932478827965,8.985484666666666,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180770695900,0.1937037,ramp,-0.0040054932478827965,9.039506,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180771355600,0.1943634,ramp,-0.0040054932478827965,9.070291999999998,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180772400700,0.1954085,ramp,-0.0040054932478827965,9.119063333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180773505300,0.1965131,ramp,-0.0040054932478827965,9.170611333333333,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180774614000,0.1976218,ramp,-0.0040054932478827965,9.222350666666667,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
199180775744300,0.1987521,ramp,-0.0040054932478827965,9.275098,2.0,-0.004386968795300206,-0.010989010989007397,-0.03418803418803407
