t_host_mono_ns,channel,can_id,data_hex
198772742739400,0,17,017fde7ff8001c19
198772852379700,0,17,017fdd7ff8001c19
198772852464100,0,17,017fde7ff8001c19
198772852475000,0,17,017fdd7ff8001c19
198772852481700,0,17,017fdd7ff8001c19
198772852488800,0,17,017fdd7fe8001c19
198772852495100,0,17,017fdd7fe8001c19
198772852539500,0,17,017fde8008001c19
198772852602700,0,17,017fdd8007ff1c19
198772852647900,0,17,017fdd8008001c19
198772852659600,0,17,017fdd7fe8001c19
198772852666200,0,17,017fde7ff8001c19
198772852673500,0,17,017fdd7ff7ff1c19
198772852679400,0,17,017fde7ff7ff1c19
198772852684900,0,17,017fde7ff7ff1c19
198772852690800,0,17,017fdd7fe8001c19
198772852696200,0,17,017fdd7ff8001c19
198772852702100,0,17,017fdd7ff8001c19
198772962610500,0,17,017fde7ff8001c19
198772962649400,0,17,017fde8008001c19
198772962674400,0,17,017fde7ff8001c19
198772962714200,0,17,017fdd7ff8001c19
198772962725500,0,17,017fdd7ff8001c19
198772962732400,0,17,017fde7ff8001c19
198772962738100,0,17,017fde7ff8001c19
198772962744300,0,17,017fde8008001c19
198772962750300,0,17,017fdd7fe7ff1c19
198772962757300,0,17,017fdd7ff7ff1c19
198772962762900,0,17,017fdd7ff8001c19
198772962768300,0,17,017fdd7ff8001c19
198772962776200,0,17,017fdd7ff8001c19
198772962785000,0,17,017fdd7ff8001c19
198772962791700,0,17,017fdd7ff7ff1c19
198772962797600,0,17,017fdd7ff7ff1c19
198772962803500,0,17,017fde7ff7ff1c19
198772962809100,0,17,017fdd7ff7ff1c19
198772962814800,0,17,017fdd7ff7ff1c19
198772962820200,0,17,017fdd7fe7ff1c19
198772962825800,0,17,017fde7ff7ff1c19
198772962831500,0,17,017fde7fe7ff1c19
198772962836900,0,17,017fdd8008001c19
198772962844500,0,17,017fdd7ff7ff1c19
198772962853700,0,17,017fde8008001c19
198772962859700,0,17,017fde8008001c19
198772962867200,0,17,017fde7ff8001c19
198772962873200,0,17,017fdd7ff8001c19
198772962879000,0,17,017fde7fe8001c19
198772962885200,0,17,017fdd7ff8001c19
198772962890800,0,17,017fde8008001c19
198772962896700,0,17,017fdd7ff8001c19
198772962902700,0,17,017fdd7fe8001c19
198772962908200,0,17,017fdd7ff8001c19
198772962913800,0,17,017fdd8008001c19
198772962919700,0,17,017fde7ff8001c19
198772962925400,0,17,017fdd7ff8001c19
198772962931200,0,17,017fdd7ff7ff1c19
198772962936600,0,17,017fdd7ff7ff1c19
198772962942300,0,17,017fde7ff8001c19
198772962948900,0,17,017fdd7ff7ff1c19
198772962954400,0,17,017fdd7ff8001c19
198772962969000,0,17,017fde7ff8001c19
198772962986400,0,17,017fde7ff8001c19
198772962997000,0,17,017fdd7ff8001c19
198772963005200,0,17,017fdd7ff8011c19
198772963012100,0,17,017fdd7fe8011c19
198772963018700,0,17,017fde7fe8011c19
198772963024300,0,17,017fdd7ff8011c19
198772963029600,0,17,017fdd7ff8011c19
198772963035200,0,17,017fde8008001c19
198772963041000,0,17,017fde7ff8011c19
198772963048700,0,17,017fdd7ff8001c19
198772963063400,0,17,017fde7ff8001c19
198772963070300,0,17,017fdd7ff8011c19
198772963075800,0,17,017fdd7ff8011c19
198772963081400,0,17,017fdd7ff8011c19
198772963086900,0,17,017fdd7ff8011c19
198772963092500,0,17,017fdd7ff8011c19
198772963099400,0,17,017fde7ff8011c19
198772963105400,0,17,017fdd7ff8011c19
198772963113000,0,17,017fdd7ff8011c19
