t_host_mono_ns,channel,can_id,data_hex
199054875275500,0,17,017ff57ff7fe1c19
199054987141200,0,17,017ff57ff7fe1c19
199054987189100,0,17,017ff58007fe1c19
199054987214600,0,17,017ff57ff7fe1c19
199054987230700,0,17,017ff57ff7fe1c19
199054987238800,0,17,017ff57ff7fe1c19
199054987267000,0,17,017ff57ff7fe1c19
199054987282000,0,17,017ff57fe7fe1c19
199054987294900,0,17,017ff57ff7ff1c19
199054987310900,0,17,017ff57ff7ff1c19
199054987317900,0,17,017ff58007ff1c19
199054987324400,0,17,017ff57ff7ff1c19
199054987331700,0,17,017ff47ff7fe1c19
199054987337300,0,17,017ff57fe7fe1c19
199054987342800,0,17,017ff57ff7fe1c19
199054987348100,0,17,017ff57ff7fe1c19
199054987353500,0,17,017ff57ff7fe1c19
199054987359400,0,17,017ff47fe7fe1c19
199054987364900,0,17,017ff57ff7fe1c19
199054987372400,0,17,017ff57ff7fe1c19
199054987381200,0,17,017ff57ff7fe1c19
199054987387500,0,17,017ff57ff7fe1c19
199054987392800,0,17,017ff57ff7fe1c19
199054987398100,0,17,017ff57ff7ff1c19
199054987403600,0,17,017ff57ff7ff1c19
199054987409100,0,17,017ff57fe7fe1c19
199054987414400,0,17,017ff57ff7fe1c19
199054987420700,0,17,017ff57ff7ff1c19
199054987426200,0,17,017ff47ff7ff1c19
199054987431500,0,17,017ff57ff7ff1c19
199054987436900,0,17,017ff57ff7ff1c19
199054987442800,0,17,017ff57ff7ff1c19
199054987448400,0,17,017ff57ff7ff1c19
199055095090000,0,17,017ff57ff7fe1c19
199055095139300,0,17,017ff57ff7fe1c19
199055095148600,0,17,017ff57ff7ff1c19
199055095154900,0,17,017ff57ff7fe1c19
199055095160300,0,17,017ff57ff7fe1c19
199055095166900,0,17,017ff57ff7fe1c19
199055095172300,0,17,017ff47ff7fe1c19
199055095177700,0,17,017ff57ff7fe1c19
199055095190200,0,17,017ff57fe7fe1c19
199055095195700,0,17,017ff57fe7fe1c19
199055095201300,0,17,017ff57ff7fe1c19
199055095208700,0,17,017ff58007fe1c19
199055095215300,0,17,017ff58007fe1c19
199055095220900,0,17,017ff57fe7ff1c19
199055095226600,0,17,017ff57ff7fe1c19
199055095232100,0,17,017ff58007fe1c19
199055095238300,0,17,017ff57ff7fe1c19
199055095243600,0,17,017ff57ff7fe1c19
199055095249300,0,17,017ff57ff7fe1c19
199055095257400,0,17,017ff57ff7fe1c19
199055095263000,0,17,017ff57ff7fe1c19
199055095268800,0,17,017ff57ff7fe1c19
199055095274200,0,17,017ff57ff7fe1c19
199055095279700,0,17,017ff57ff7fe1c19
199055095285800,0,17,017ff57ff7fe1c19
199055095293300,0,17,017ff57ff7fe1c19
199055095305600,0,17,017ff57ff7fe1c19
199055095315300,0,17,017ff58007fe1c19
199055095325600,0,17,017ff58007ff1c19
199055095334200,0,17,017ff57ff7fe1c19
199055095342400,0,17,017ff57fe7fe1c19
199055095364400,0,17,017ff57ff7ff1c19
199055095372400,0,17,017ff57fe7ff1c19
199055095379400,0,17,017ff58007ff1c19
199055095384900,0,17,017ff57ff7ff1c19
199055095390300,0,17,017ff58007ff1c19
199055095395800,0,17,017ff57ff7ff1c19
199055095401200,0,17,017ff57ff7ff1c19
199055095406900,0,17,017ff57ff7ff1c19
199055095412400,0,17,017ff57ff7fe1c19
199055095417600,0,17,017ff57fe7fe1c19
199055095423000,0,17,017ff57ff7fe1c19
199055095428300,0,17,017ff57ff7fe1c19
199055095433700,0,17,017ff57ff7fe1c19
199055095440100,0,17,017ff47ff7ff1c19
199055095445500,0,17,017ff57ff7ff1c19
199055095450800,0,17,017ff57ff7ff1c19
199055095456200,0,17,017ff57fe7ff1c19
199055095462100,0,17,017ff57fe7ff1c19
199055095467600,0,17,017ff57ff7ff1c19
199055095472900,0,17,017ff47fe7ff1c19
199055095478300,0,17,017ff57fe7ff1c19
199055095483800,0,17,017ff57ff7ff1c19
199055095489000,0,17,017ff58007ff1c19
199055095494500,0,17,017ff57ff7ff1c19
199055095499700,0,17,017ff57ff7ff1c19
199055095505100,0,17,017ff57fe7ff1c19
199055095511800,0,17,017ff47ff7ff1c19
199055095517000,0,17,017ff47fe7ff1c19
199055095522400,0,17,017ff57ff7ff1c19
199055095528200,0,17,017ff58007ff1c19
199055095533400,0,17,017ff58007ff1c19
199055095538700,0,17,017ff58007ff1c19
199055095544000,0,17,017ff57ff7ff1c19
199055095549600,0,17,017ff57ff7fe1c19
199055095555400,0,17,017ff57ff7fe1c19
199055095560600,0,17,017ff57ff7fe1c19
199055095566100,0,17,017ff58007fe1c19
199055095571500,0,17,017ff57ff7ff1c19
199055095577000,0,17,017ff57fe7fe1c19
199055095583000,0,17,017ff58007fe1c19
199055095588400,0,17,017ff57ff7fe1c19
199055095593700,0,17,017ff47fe7fe1c19
