t_host_mono_ns,t_rel_s,phase,q_cmd_rad,kp,kd,dq_cmd_rad_s,tau_ff_nm,q_real_rad,dq_real,tau_real_nm
203053727521800,0.153441,ramp,-0.0581750209811549,5.370435,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053728530700,0.1544499,ramp,-0.0581750209811549,5.405746499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053729666400,0.1555856,ramp,-0.0581750209811549,5.4454959999999994,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053730702600,0.1566218,ramp,-0.0581750209811549,5.481763,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053731814100,0.1577333,ramp,-0.0581750209811549,5.5206655,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053732403700,0.1583229,ramp,-0.0581750209811549,5.541301499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053733430300,0.1593495,ramp,-0.0581750209811549,5.577232499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053734531200,0.1604504,ramp,-0.0581750209811549,5.6157639999999995,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053735619300,0.1615385,ramp,-0.0581750209811549,5.6538474999999995,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053736751300,0.1626705,ramp,-0.0581750209811549,5.6934675,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053737394100,0.1633133,ramp,-0.0581750209811549,5.715965499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053738469200,0.1643884,ramp,-0.0581750209811549,5.753594,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053739512900,0.1654321,ramp,-0.0581750209811549,5.7901235,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053740680600,0.1665998,ramp,-0.0581750209811549,5.830992999999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053741801700,0.1677209,ramp,-0.0581750209811549,5.8702315,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053742438900,0.1683581,ramp,-0.0581750209811549,5.8925335,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053743439300,0.1693585,ramp,-0.0581750209811549,5.927547499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053744503800,0.170423,ramp,-0.0581750209811549,5.964805,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053745546600,0.1714658,ramp,-0.0581750209811549,6.001303,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053747018400,0.1729376,ramp,-0.0581750209811549,6.052815999999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053747629100,0.1735483,ramp,-0.0581750209811549,6.074190499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053748652500,0.1745717,ramp,-0.0581750209811549,6.1100095,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053749785700,0.1757049,ramp,-0.0581750209811549,6.149671499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053750414500,0.1763337,ramp,-0.0581750209811549,6.1716795,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053751420600,0.1773398,ramp,-0.0581750209811549,6.206892999999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053752514200,0.1784334,ramp,-0.0581750209811549,6.245169,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053753626000,0.1795452,ramp,-0.0581750209811549,6.284082,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053754669300,0.1805885,ramp,-0.0581750209811549,6.3205975,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053755781200,0.1817004,ramp,-0.0581750209811549,6.359514,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053756386500,0.1823057,ramp,-0.0581750209811549,6.380699499999999,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
203053757399900,0.1833191,ramp,-0.0581750209811549,6.4161685,2.0,0.0,0.0,-0.0581750209811549,-0.010989010989007397,-0.03418803418803407
