t_host_mono_ns,channel,can_id,dlc,data_hex
195890749389800,1,19,8,03003311f9bbdf3e
195890857922200,1,19,8,0300331247f95f39
195890966367600,1,19,8,030033131b64b33b
195891073932300,1,19,8,030033140000c040
195891182796600,1,19,8,0300331500004841
195891294629300,1,19,8,0300331600003442
195891402494900,1,19,8,030033170000a041
195891511184800,1,19,8,0300331800007a44
195891621725900,1,19,8,03003319d044583b
195891731177900,1,19,8,0300331a6f12033b
195891841196200,1,19,8,0300331b00005842
195891950325900,1,19,8,0300331c00000000
195892060028400,1,19,8,0300331d00005842
195892170003500,1,19,8,0300331e0000803f
195892279129800,1,19,8,0300331f00008040
195892389029000,1,19,8,0300332000002042
195892497135900,1,19,8,0300332100401c45
195892607866100,1,19,8,030033220000c842
195892717961500,1,20,8,0400330714000000
195892827911000,1,20,8,0400330804000000
195892937679500,1,20,8,0400330900000000
195893048697200,1,20,8,0400330a01000000
195893156768500,1,20,8,0400330d00000000
195893267377900,1,20,8,0400330e36333137
195893375905800,1,20,8,0400330f00000000
195893484976100,1,20,8,0400331015000000
195893594683800,1,20,8,0400332309000000
195893704719500,1,20,8,0400332433000000
195893813886400,1,20,8,0400330000007041
195893922121700,1,20,8,0400330100000000
195894030011400,1,20,8,040033020000c842
195894138483000,1,20,8,04003303cdcc4c3f
195894247358600,1,20,8,0400330600001644
195894354729100,1,20,8,0400330b9f30553a
195894462590700,1,20,8,0400330c4612fc38
195894570781200,1,20,8,040033114a28d53e
195894680166100,1,20,8,040033126d5d5439
195894787979100,1,20,8,040033137fbeb13b
195894898802800,1,20,8,040033140000c040
195895008919000,1,20,8,0400331500004841
195895117709000,1,20,8,0400331600003442
195895227292600,1,20,8,040033170000a041
195895335289100,1,20,8,0400331800007a44
195895444806000,1,20,8,04003319d044583b
195895554282600,1,20,8,0400331a6f12033b
195895663110600,1,20,8,0400331b00005842
195895770909500,1,20,8,0400331c00000000
195895880945400,1,20,8,0400331d00005842
195895990115000,1,20,8,0400331e0000803f
195896099254800,1,20,8,0400331f00008040
195896207297300,1,20,8,0400332000002042
195896331005500,1,20,8,0400332100401c45
195896438516300,1,20,8,040033220000c842
195896548707700,0,21,8,0500330715000000
195896657274500,0,21,8,0500330805000000
195896767054000,0,21,8,0500330900000000
195896875257800,0,21,8,0500330a01000000
195896984511900,0,21,8,0500330d00000000
195897092813800,0,21,8,0500330e36333137
195897201780900,0,21,8,0500330f00000000
195897311714500,0,21,8,0500331015000000
195897420316600,0,21,8,0500332309000000
195897530161000,0,21,8,0500332433000000
195897639732600,0,21,8,0500330000007041
195897749030700,0,21,8,0500330100000000
195897857592500,0,21,8,050033020000c842
195897967534900,0,21,8,05003303cdcc4c3f
195898075956800,0,21,8,0500330600001644
195898186754800,0,21,8,0500330bac430c3a
195898296178700,0,21,8,0500330c571af638
195898405269700,0,21,8,05003311f9bbdf3e
195898515824600,0,21,8,0500331247f95f39
195898625624300,0,21,8,050033131b64b33b
195898735677600,0,21,8,050033140000c040
195898843236300,0,21,8,0500331500004841
195898954672400,0,21,8,0500331600003442
195899060872300,0,21,8,050033170000a041
195899169392000,0,21,8,0500331800007a44
195899277188100,0,21,8,05003319d044583b
195899385414800,0,21,8,0500331a6f12033b
195899493272400,0,21,8,0500331b00005842
195899601447400,0,21,8,0500331c00000000
195899710413900,0,21,8,0500331d00005842
195899821373400,0,21,8,0500331e0000803f
195899929603100,0,21,8,0500331f00008040
195900039084200,0,21,8,0500332000002042
195900146975400,0,21,8,0500332100401c45
195900255989300,0,21,8,050033220000c842
195900366391300,0,22,8,0600330716000000
195900475648400,0,22,8,0600330806000000
195900584959400,0,22,8,0600330900000000
195900696564600,0,22,8,0600330a01000000
195900805355500,0,22,8,0600330d00000000
195900914365700,0,22,8,0600330e36333137
195901023237200,0,22,8,0600330f00000000
195901134593900,0,22,8,0600331015000000
195901241960300,0,22,8,0600332309000000
195901352493200,0,22,8,0600332434000000
195901460617300,0,22,8,0600330000007041
195901568734200,0,22,8,0600330100000000
195901677381000,0,22,8,060033020000c842
195901787375500,0,22,8,06003303cdcc4c3f
195901896579800,0,22,8,0600330600001644
195902005435200,0,22,8,0600330b5cc2293a
195902116155100,0,22,8,0600330c9632f738
195902224313400,0,22,8,06003311bd18d23e
195902332445800,0,22,8,060033126c754f39
195902442486800,0,22,8,0600331314b5b03b
195902552393700,0,22,8,060033140000c040
195902663795200,0,22,8,0600331500004841
195902771396000,0,22,8,0600331600003442
195902879413800,0,22,8,060033170000a041
195902988145700,0,22,8,0600331800007a44
195903097927800,0,22,8,06003319d044583b
195903207179000,0,22,8,0600331a6f12033b
195903316059000,0,22,8,0600331b00005842
195903425645900,0,22,8,0600331c00000000
195903537603800,0,22,8,0600331d00005842
195903644943700,0,22,8,0600331e0000803f
195903754421200,0,22,8,0600331f00008040
195903865396300,0,22,8,0600332000002042
195903973690400,0,22,8,0600332100401c45
195904082435700,0,22,8,060033220000c842
195904191616000,1,23,8,0700330717000000
195904302938000,1,23,8,0700330807000000
195904413048300,1,23,8,0700330900000000
195904523653600,1,23,8,0700330a01000000
195904632620200,1,23,8,0700330d00000000
195904743459400,1,23,8,0700330e36333137
195904853827800,1,23,8,0700330f00000000
195904961156600,1,23,8,0700331015000000
195905071618400,1,23,8,0700332309000000
195905182542100,1,23,8,0700332434000000
195905291055300,1,23,8,0700330000007041
195905400342700,1,23,8,0700330100000000
195905510766200,1,23,8,070033020000c842
195905620080500,1,23,8,07003303cdcc4c3f
195905728616400,1,23,8,0700330600001644
195905837339300,1,23,8,0700330b379a8e3a
195905946003400,1,23,8,0700330c7e1f0539
195906052885800,1,23,8,070033110e10d43e
195906162574100,1,23,8,070033129e405339
195906272696600,1,23,8,07003313af98b23b
195906383570100,1,23,8,070033140000c040
195906492090400,1,23,8,0700331500004841
195906600158500,1,23,8,0700331600003442
195906709073900,1,23,8,070033170000a041
195906819602700,1,23,8,0700331800007a44
195906929005900,1,23,8,07003319d044583b
195907038235100,1,23,8,0700331a6f12033b
195907147253000,1,23,8,0700331b00005842
195907256377100,1,23,8,0700331c00000000
195907363888800,1,23,8,0700331d00005842
195907473567300,1,23,8,0700331e0000803f
195907583882100,1,23,8,0700331f00008040
195907694181200,1,23,8,0700332000002042
195907803972300,1,23,8,0700332100401c45
195907915420200,1,23,8,070033220000c842
195908025371000,1,24,8,0800330718000000
195908134380700,1,24,8,0800330808000000
195908247585400,1,24,8,0800330900000000
195908356101200,1,24,8,0800330a01000000
195908465060000,1,24,8,0800330d00000000
195908575807100,1,24,8,0800330e36333137
195908685211400,1,24,8,0800330f00000000
195908796664500,1,24,8,0800331015000000
195908905585900,1,24,8,0800332309000000
195909014650800,1,24,8,0800332434000000
195909125482800,1,24,8,0800330000007041
195909234207100,1,24,8,0800330100000000
195909342978300,1,24,8,080033020000c842
195909453233000,1,24,8,08003303cdcc4c3f
195909561685100,1,24,8,0800330600001644
195909670554600,1,24,8,0800330b059c323a
195909779941900,1,24,8,0800330c8eb6fc38
195909888989000,1,24,8,08003311fef0d33e
195909997588500,1,24,8,0800331240eb5539
195910106110000,1,24,8,08003313bef0b13b
195910215635600,1,24,8,080033140000c040
195910325766300,1,24,8,0800331500004841
195910436077200,1,24,8,0800331600003442
195910547429000,1,24,8,080033170000a041
195910654975300,1,24,8,0800331800007a44
195910764656600,1,24,8,08003319d044583b
195910873926600,1,24,8,0800331a6f12033b
195910982490800,1,24,8,0800331b00005842
195911093337700,1,24,8,0800331c00000000
195911202750100,1,24,8,0800331d00005842
195911312357300,1,24,8,0800331e0000803f
195911421217900,1,24,8,0800331f00008040
195911529918700,1,24,8,0800332000002042
195911639300100,1,24,8,0800332100401c45
195911748156500,1,24,8,080033220000c842
195911872222400,0,17,8,017fde7ff8011917
195911872336500,0,17,8,017fdd7ff8001917
195911994472300,0,17,8,017fdd7ff8001917
195911994590600,0,17,8,017fdd7ff8001917
195911994614200,0,17,8,017fde8008001917
195912120760100,0,17,8,017fde7ff8001917
195912120856300,0,17,8,017fde7ff8001917
195912120886100,0,17,8,017fde8008001917
195912247000900,0,17,8,017fde7ff8001917
195912247113100,0,17,8,017fdd7ff8001917
195912247152900,0,17,8,017fdd7ff8001917
195912373020900,0,17,8,017fde7ff7ff1917
195912373075400,0,17,8,017fde7ff7ff1917
195912373093000,0,17,8,017fdd7ff8011917
195912498482800,0,17,8,017fdd7fe8001917
195912498575700,0,17,8,017fdd7ff8001917
195912622801700,0,17,8,017fde8008001917
195912622941500,0,17,8,017fde8008001917
195912622992100,0,17,8,017fdd7ff8001917
195912749403700,0,17,8,017fde7ff8001917
195912749495100,0,17,8,017fde7ff8001917
195912749516100,0,17,8,017fdd7ff7ff1917
195912874392000,0,17,8,017fdd7ff8001917
195912874514700,0,17,8,017fde8008001917
195912999423600,0,17,8,017fdd7ff8001917
195912999536700,0,17,8,017fde7ff8001917
195912999574300,0,17,8,017fdd7ff8001917
195913124122800,0,17,8,017fde7ff7ff1917
195913124234400,0,17,8,017fde7ff7ff1917
195913124272900,0,17,8,017fdd7ff8001917
195913251272600,0,17,8,017fde7ff8001917
195913251341000,0,17,8,017fde7ff8001917
195913251360000,0,17,8,017fdd7ff7ff1917
195913374059200,0,17,8,017fdd7fe8001917
195913374159600,0,17,8,017fdd7ff8001917
195913502283400,0,17,8,017fdd7ff8001917
195913502338000,0,17,8,017fde7ff8001917
195913502397900,0,17,8,017fdd7ff8001917
195913625107700,0,17,8,017fdd7ff8001917
195913625162000,0,17,8,017fde7ff8001917
195913752096600,0,17,8,017fdd7ff8001917
195913752187800,0,17,8,017fdd7ff8001917
195913877392100,0,17,8,017fde7ff8001917
195913877490900,0,17,8,017fde7ff8001917
195913877532700,0,17,8,017fdd7ff8001917
195914000715400,0,17,8,017fde7ff8001917
195914000789500,0,17,8,017fde7ff8001917
195914000809100,0,17,8,017fdd7ff8001917
195914126869600,0,17,8,017fdd7ff8001917
195914126971600,0,17,8,017fde8007ff1917
195914251415200,0,17,8,017fde7ff8001917
195914251528300,0,17,8,017fde7ff8001917
195914251567900,0,17,8,017fde8008001917
195914378275900,0,17,8,017fdd7fe8001917
195914378431500,0,17,8,017fdd7ff8001917
195914378472100,0,17,8,017fdd7ff7ff1917
195914505843400,0,17,8,017fdd7fe8001917
195914505910500,0,17,8,017fdd7fe8001917
195914505932800,0,17,8,017fdd7ff8001917
195914630949300,0,17,8,017fde7ff8001917
195914631010500,0,18,8,0281c87ff8011917
195914758295300,0,18,8,0281c87ff8001917
195914758363000,0,18,8,0281c87fe8001917
195914883390700,0,18,8,0281c87ff8001917
195914883437600,0,18,8,0281c87fe8011917
195915009777700,0,18,8,0281c87fe8001917
195915009843300,0,18,8,0281c88008001917
195915136375900,0,18,8,0281c87ff8001917
195915136496600,0,18,8,0281c87ff8001917
195915262755600,0,18,8,0281c87fe8001917
195915262820500,0,18,8,0281c88008001917
195915262842300,0,18,8,0281c87ff7ff1917
195915388111200,0,18,8,0281c87fe8001917
195915388164900,0,18,8,0281c87ff8001917
195915512918000,0,18,8,0281c87ff8001917
195915513080500,0,18,8,0281c87ff8011917
195915639028900,0,18,8,0281c87fe8001917
195915639117400,0,18,8,0281c87fe8001917
195915766932600,0,18,8,0281c87ff8001917
195915766987100,0,18,8,0281c87ff8001917
195915767005400,0,18,8,0281c88008001917
195915888399200,0,18,8,0281c87ff8001917
195915888508400,0,18,8,0281c87ff7ff1917
195916015197400,0,18,8,0281c87ff8011917
195916015435400,0,18,8,0281c87ff8011917
195916015480500,0,18,8,0281c87fe8001917
195916140153100,0,18,8,0281c87fe8001917
195916140206000,0,18,8,0281c87fe8001917
195916140224200,0,18,8,0281c87ff7ff1917
195916265843200,0,18,8,0281c88008001917
195916265909700,0,18,8,0281c87ff8001917
195916389674300,0,18,8,0281c87fe8001917
195916389779600,0,18,8,0281c88008001917
195916514542300,0,18,8,0281c88008001917
195916514604100,0,18,8,0281c87fe8011917
195916514625200,0,18,8,0281c87ff8011917
195916640218900,0,18,8,0281c87fe8011917
195916640319400,0,18,8,0281c87fe8001917
195916764193300,0,18,8,0281c88007ff1917
195916764297400,0,18,8,0281c88007ff1917
195916764324100,0,18,8,0281c87ff7ff1917
195916889852900,0,18,8,0281c87fe7ff1917
195916889950800,0,18,8,0281c87fe7ff1917
195916889989800,0,18,8,0281c87ff8011917
195917018159100,0,18,8,0281c87ff8001917
195917018279200,0,18,8,0281c87ff8001917
195917018319600,0,18,8,0281c87ff8001917
195917145540000,0,18,8,0281c87ff8001917
195917145603500,0,18,8,0281c87ff8001917
195917145623200,0,18,8,0281c87ff8011917
195917271838900,0,18,8,0281c87ff8001917
195917271956500,0,18,8,0281c87fe8001917
195917398565600,0,18,8,0281c87fe8011917
195917398623500,0,18,8,0281c87fe8011917
195917398647800,0,18,8,0281c87ff8001917
195917523377700,0,18,8,0281c87fe8011917
195917523496400,0,18,8,0281c87ff8001917
195917648209300,0,18,8,0281c87ff8001917
195917648323000,0,18,8,0281c87ff8001917
195917648349600,0,18,8,0281c87ff8011917
195917772867000,1,19,8,03804b7ff7ff1917
195917772994200,1,19,8,03804b7ff8001917
195917899120500,1,19,8,03804b7ff7ff1917
195917899229300,1,19,8,03804b7ff7ff1917
195917899264700,1,19,8,03804b7ff7ff1917
195918024961300,1,19,8,03804b7ff8001917
195918025064900,1,19,8,03804b7ff8001917
195918025108200,1,19,8,03804a7ff7ff1917
195918150834500,1,19,8,03804b7ff8001917
195918150944800,1,19,8,03804b7ff8001917
195918150989300,1,19,8,03804b7ff8001917
195918276102600,1,19,8,03804b7ff8001917
195918276210000,1,19,8,03804b7ff8001917
195918276255200,1,19,8,03804b7ff8001917
195918401580800,1,19,8,03804b7ff8001917
195918401636400,1,19,8,03804b7ff8001917
195918401659300,1,19,8,03804b7fe7ff1917
195918527091800,1,19,8,03804b7ff7ff1917
195918527197100,1,19,8,03804b8008001917
195918653797700,1,19,8,03804b7ff7ff1917
195918653919500,1,19,8,03804b7ff7ff1917
195918653962400,1,19,8,03804b7ff7ff1917
195918779365600,1,19,8,03804b7ff7ff1917
195918779485400,1,19,8,03804b7ff7ff1917
195918779514000,1,19,8,03804b7ff7ff1917
195918904760600,1,19,8,03804b7ff7ff1917
195918904871100,1,19,8,03804b7ff7ff1917
195918904911800,1,19,8,03804b7fe7ff1917
195919030921000,1,19,8,03804b7ff7ff1917
195919030988100,1,19,8,03804b7ff7ff1917
195919031006700,1,19,8,03804b7ff8001917
195919154977200,1,19,8,03804b7ff7ff1917
195919155076700,1,19,8,03804b8008001917
195919280562100,1,19,8,03804b7ff8001917
195919280655700,1,19,8,03804b7ff8001917
195919280694400,1,19,8,03804b7fe7ff1917
195919405306700,1,19,8,03804b7ff8001917
195919405431600,1,19,8,03804b7ff8001917
195919405454900,1,19,8,03804b7ff8001917
195919530985000,1,19,8,03804b7ff7ff1917
195919531089700,1,19,8,03804b7ff7ff1917
195919531164300,1,19,8,03804b8007ff1917
195919657214200,1,19,8,03804b8007ff1917
195919657270000,1,19,8,03804b7ff7ff1917
195919657398500,1,19,8,03804b7ff7ff1917
195919783098100,1,19,8,03804b7ff7ff1917
195919783200500,1,19,8,03804b7ff7ff1917
195919783229900,1,19,8,03804b8007ff1917
195919907077100,1,19,8,03804b7ff7ff1917
195919907118700,1,19,8,03804b7ff7ff1917
195919907132200,1,19,8,03804b7fe7ff1917
195920032933000,1,19,8,03804b7ff8001917
195920033041900,1,19,8,03804b7fe7ff1917
195920160400100,1,19,8,03804b7ff7ff1917
195920160483500,1,19,8,03804b7ff7ff1917
195920160509500,1,19,8,03804b8007ff1917
195920286980300,1,19,8,03804b7ff7ff1917
195920287066100,1,19,8,03804b7ff7ff1917
195920287091000,1,19,8,03804a7fe7ff1917
195920414351200,1,19,8,03804b7ff7ff1917
195920429609700,1,20,8,047e567ff7ff1918
195920429730600,1,20,8,047e567fe7ff1918
195920554912600,1,20,8,047e567ff7ff1918
195920555001000,1,20,8,047e567ff7ff1918
195920555009600,1,20,8,047e567ff7ff1918
195920681873900,1,20,8,047e567ff7ff1918
195920681946000,1,20,8,047e567ff7ff1918
195920808019200,1,20,8,047e567ff7ff1918
195920808083200,1,20,8,047e567ff7ff1918
195920934102500,1,20,8,047e567ff7ff1918
195920934162300,1,20,8,047e567fe7ff1918
195921059007300,1,20,8,047e568007ff1918
195921059106200,1,20,8,047e567fe7ff1918
195921184292200,1,20,8,047e567ff7ff1918
195921184392700,1,20,8,047e567ff7ff1918
195921184421700,1,20,8,047e567ff8001918
195921309603000,1,20,8,047e567ff7ff1918
195921309664700,1,20,8,047e567ff7ff1918
195921309683100,1,20,8,047e568007ff1918
195921436183800,1,20,8,047e567fe7ff1918
195921436437100,1,20,8,047e568008001918
195921562062000,1,20,8,047e567ff7ff1918
195921562119900,1,20,8,047e567ff7ff1918
195921562138400,1,20,8,047e567fe7ff1918
195921687062900,1,20,8,047e567ff7ff1918
195921687160500,1,20,8,047e567ff7ff1918
195921812615000,1,20,8,047e567ff7fe1918
195921812730100,1,20,8,047e567ff7fe1918
195921812761800,1,20,8,047e567ff7ff1918
195921938847000,1,20,8,047e567fe7ff1918
195921938964900,1,20,8,047e567ff7ff1918
195921938996800,1,20,8,047e567fe8001918
195922063605500,1,20,8,047e567fe7ff1918
195922063724600,1,20,8,047e567fe7ff1918
195922063755000,1,20,8,047e567ff7ff1918
195922190464700,1,20,8,047e567ff8001918
195922190529700,1,20,8,047e567fe7ff1918
195922190550800,1,20,8,047e567fe7ff1918
195922315093100,1,20,8,047e567ff7ff1918
195922315207000,1,20,8,047e567ff7ff1918
195922441614600,1,20,8,047e568007ff1918
195922441676500,1,20,8,047e568007ff1918
195922441787500,1,20,8,047e567ff7ff1918
195922567387200,1,20,8,047e567ff7ff1918
195922567452300,1,20,8,047e567ff7ff1918
195922567471100,1,20,8,047e567fe7ff1918
195922694546500,1,20,8,047e567ff7ff1918
195922694658700,1,20,8,047e567ff7ff1918
195922820637000,1,20,8,047e567ff7ff1918
195922820732300,1,20,8,047e567fe7ff1918
195922820761000,1,20,8,047e567ff7ff1918
195922944941900,1,20,8,047e567ff7ff1918
195922945107700,1,20,8,047e567ff7ff1918
195922945190700,1,20,8,047e567fe7ff1918
195923070853800,1,20,8,047e567fe7ff1918
195923070943300,1,20,8,047e567fe7ff1918
195923071020400,1,20,8,047e567ff7ff1918
195923196972800,1,20,8,047e567ff7ff1918
195923197079300,1,20,8,047e567fe7ff1918
195923322708300,1,20,8,047e567ff7ff1918
195923322768200,0,21,8,057f038007ff1917
195923322791600,0,21,8,057f037ff8001917
195923449064600,0,21,8,057f037fe8001917
195923449133200,0,21,8,057f037ff8001917
195923573465200,0,21,8,057f037ff8001917
195923573534700,0,21,8,057f037ff7ff1917
195923698192800,0,21,8,057f038008001917
195923698251000,0,21,8,057f038007ff1917
195923823141800,0,21,8,057f037fe8001917
195923823237600,0,21,8,057f037ff8001917
195923948469900,0,21,8,057f037fe8001917
195923948570800,0,21,8,057f037fe8001917
195923948593700,0,21,8,057f037ff8001917
195924073837700,0,21,8,057f037ff8001917
195924073901400,0,21,8,057f037ff8001917
195924073923600,0,21,8,057f037fe8001917
195924200510500,0,21,8,057f038008001917
195924200561700,0,21,8,057f037ff8001917
195924325886400,0,21,8,057f037ff8001917
195924326008700,0,21,8,057f037ff8001917
195924452736000,0,21,8,057f038008001917
195924452866400,0,21,8,057f038008001917
195924452899400,0,21,8,057f038008001917
195924577405600,0,21,8,057f038007ff1917
195924577523600,0,21,8,057f037ff7ff1917
195924577567700,0,21,8,057f037fe7ff1917
195924702808200,0,21,8,057f038008001917
195924702862200,0,21,8,057f038008001917
195924702887500,0,21,8,057f037ff8001917
195924827232600,0,21,8,057f037ff7ff1917
195924827295200,0,21,8,057f037ff7ff1917
195924951443600,0,21,8,057f037ff7ff1917
195924951543400,0,21,8,057f037ff8001917
195925077178600,0,21,8,057f037ff7ff1917
195925077264100,0,21,8,057f037ff7ff1917
195925077290900,0,21,8,057f038007ff1917
195925204288600,0,21,8,057f037ff7ff1917
195925204346600,0,21,8,057f037ff7ff1917
195925204367800,0,21,8,057f037fe8001917
195925331439300,0,21,8,057f037ff8001917
195925331495900,0,21,8,057f038008001917
195925458181900,0,21,8,057f037ff8001917
195925458360000,0,21,8,057f037ff7ff1917
195925585685000,0,21,8,057f037ff7ff1917
195925585778100,0,21,8,057f037ff7ff1917
195925585833500,0,21,8,057f037fe7ff1917
195925710712700,0,21,8,057f037fe7ff1917
195925710780100,0,21,8,057f037ff7ff1917
195925835834200,0,21,8,057f037fe7ff1917
195925835941900,0,21,8,057f037ff7ff1917
195925963252100,0,21,8,057f037ff7ff1917
195925963311200,0,21,8,057f037ff7ff1917
195925963330200,0,21,8,057f037ff7ff1917
195926089019200,0,21,8,057f037ff7ff1917
195926089137400,0,21,8,057f037ff7ff1917
195926216808900,0,21,8,057f037ff7ff1917
195926216881300,0,21,8,057f037ff7ff1917
195926216902800,0,21,8,057f037ff7ff1917
195926342195000,0,21,8,057f038007ff1917
195926342324500,0,21,8,057f037ff7ff1917
195926466000900,0,22,8,06819d7fe8001917
195926466097600,0,22,8,06819c7fe8001917
195926591922600,0,22,8,06819d7ff7ff1917
195926592051100,0,22,8,06819d7ff7ff1917
195926592084700,0,22,8,06819c7fe7ff1917
195926718617300,0,22,8,06819c7ff7ff1917
195926718734900,0,22,8,06819c7ff7ff1917
195926718781200,0,22,8,06819d7fe7ff1917
195926843237800,0,22,8,06819d7fe7ff1917
195926843343800,0,22,8,06819d7fe7ff1917
195926843371500,0,22,8,06819d7ff7ff1917
195926968639200,0,22,8,06819d7ff8001917
195926968691600,0,22,8,06819c7ff8001917
195926968705100,0,22,8,06819c7ff7ff1917
195927095511500,0,22,8,06819d7ff8001917
195927095570100,0,22,8,06819d7ff8001917
195927220189300,0,22,8,06819c7fe8001917
195927220354700,0,22,8,06819d8007ff1917
195927346557400,0,22,8,06819c7fe7ff1917
195927346669800,0,22,8,06819d7fe7ff1917
195927346700600,0,22,8,06819d7ff7ff1917
195927472797000,0,22,8,06819c7ff7ff1917
195927472897100,0,22,8,06819c7ff7ff1917
195927472925200,0,22,8,06819c7fe7ff1917
195927599040600,0,22,8,06819d7ff7ff1917
195927599153300,0,22,8,06819d8007ff1917
195927599199300,0,22,8,06819d7ff8001917
195927724527100,0,22,8,06819c7ff8001917
195927724640700,0,22,8,06819d7ff8001917
195927724687600,0,22,8,06819c7ff8001917
195927850754400,0,22,8,06819d8008001917
195927850815300,0,22,8,06819d8008001917
195927850833500,0,22,8,06819d7fe8001917
195927975678400,0,22,8,06819d7ff7ff1917
195927975776300,0,22,8,06819d7ff8001917
195928102047900,0,22,8,06819d7ff7ff1917
195928102244200,0,22,8,06819d7ff7ff1917
195928102308000,0,22,8,06819d7ff7ff1917
195928229507700,0,22,8,06819d8008001917
195928229599800,0,22,8,06819d8008001917
195928229627500,0,22,8,06819d7ff8001917
195928355938400,0,22,8,06819d7ff8001917
195928356024700,0,22,8,06819d7ff8001917
195928356050700,0,22,8,06819d7ff7ff1917
195928482206600,0,22,8,06819c7fe7ff1917
195928482257000,0,22,8,06819d7fe7ff1917
195928482266200,0,22,8,06819d7ff7ff1917
195928607390200,0,22,8,06819c7ff7ff1917
195928607580900,0,22,8,06819c7ff8001917
195928734317300,0,22,8,06819c7fe8001917
195928734381300,0,22,8,06819d7ff8001917
195928859945700,0,22,8,06819d7fe7ff1917
195928860031200,0,22,8,06819c7fe7ff1917
195928983456600,0,22,8,06819c7ff8001917
195928983573800,0,22,8,06819d7ff8001917
195929109421500,0,22,8,06819c7fe7ff1917
195929109499400,0,22,8,06819c7fe7ff1917
195929109519800,0,22,8,06819d7ff7ff1917
195929235873400,0,22,8,06819d7ff8001917
195929236092700,0,22,8,06819c7ff7ff1917
195929361690200,1,23,8,077fe78008001913
195929361789300,1,23,8,077fe77ff8001913
195929488171400,1,23,8,077fe77ff8011913
195929488238200,1,23,8,077fe67ff8011913
195929488257000,1,23,8,077fe78008011913
195929615472900,1,23,8,077fe67fd8001913
195929615533400,1,23,8,077fe77ff8001913
195929740111500,1,23,8,077fe67ff8001913
195929740189100,1,23,8,077fe77fd8001913
195929866508600,1,23,8,077fe77ff8001913
195929866621400,1,23,8,077fe77ff8001913
