name,cmd,actual,ratio,sim_to_motor
FL_thigh,0.05,0.050161506352296076,1.0032301270459214,-1.0
FL_calf,0.05,0.04799903152766155,0.959980630553231,1.0
FR_thigh,0.05,0.050783044897156154,1.015660897943123,1.0
FR_calf,0.05,0.05580440906286134,1.1160881812572268,-1.0
RL_thigh,0.05,0.050414827167893195,1.008296543357864,-1.0
RL_calf,0.05,0.05540946580272037,1.1081893160544072,1.0
RR_thigh,0.05,0.04792469752265935,0.958493950453187,1.0
RR_calf,0.05,0.057285365619955536,1.1457073123991106,-1.0
