name,cmd,actual,ratio,sim_to_motor
FL_thigh,0.05,0.03510759217540352,0.7021518435080704,-1.0
FL_calf,0.05,0.04129946316675795,0.825989263335159,1.0
FR_thigh,0.05,0.04615854123750829,0.9231708247501658,1.0
FR_calf,0.05,0.04496313214425099,0.8992626428850198,-1.0
RL_thigh,0.05,0.048792996894644114,0.9758599378928823,-1.0
RL_calf,0.05,0.042454278023802264,0.8490855604760452,1.0
RR_thigh,0.05,0.0329198360198365,0.65839672039673,1.0
RR_calf,0.05,0.039787905861145306,0.7957581172229061,-1.0
