kp,err_st,tau_st,kp_static
20,0.007888898491731314,0.12586952006039098,15.955271853519235
28,0.007656214236667583,0.17572284792201742,22.951662857138377
40,0.003942763472181102,0.12246490254788966,31.060676962228012
60,0.0007896543831542174,-2.0265580431555463e-05,-0.025663861132013306
100,0.00040817883573680824,-0.015259982064961264,-37.385529892590576
