cmd,actual,ratio
0.05,0.033001663470728304,0.6600332694145661
0.15,0.12845497524131233,0.8563665016087489
0.3,0.27033417381747193,0.9011139127249065
0.45,0.4126964705253997,0.9171032678342216
0.3,0.2875083905731285,0.9583613019104283
0.15,0.142729039781972,0.9515269318798133
0.05,0.04781979969377015,0.956395993875403
