kp,err_st,tau_st,kp_static
20,0.019481956206605477,0.4250705495518794,21.818679040442387
28,0.014521191204090289,0.44501188069652997,30.645687013003467
40,0.0049827196325661904,0.24900318676252198,49.97334891874718
60,0.002697032120239473,0.22958876070909184,85.12644658036417
100,0.0015510225918983767,0.23899199002933358,154.0867239959535
