t,pos,vel
0.0,0.2901121538109397,-0.010989010989007397
0.005,0.2901121538109397,-0.010989010989007397
0.01,0.2901121538109397,-0.010989010989007397
0.015,0.2901121538109397,-0.010989010989007397
0.02,0.2901121538109397,-0.010989010989007397
0.025,0.2901121538109397,-0.010989010989007397
0.03,0.2901121538109397,-0.010989010989007397
0.035,0.2901121538109397,-0.010989010989007397
0.04,0.2901121538109397,-0.010989010989007397
0.045,0.2901121538109397,-0.010989010989007397
0.05,0.2901121538109397,-0.010989010989007397
0.055,0.2901121538109397,-0.010989010989007397
0.06,0.2901121538109397,-0.010989010989007397
0.065,0.2901121538109397,-0.010989010989007397
0.07,0.2901121538109397,-0.010989010989007397
0.075,0.2901121538109397,-0.010989010989007397
0.08,0.2901121538109397,-0.010989010989007397
0.085,0.2901121538109397,-0.010989010989007397
0.09,0.2901121538109397,-0.010989010989007397
0.095,0.2901121538109397,-0.010989010989007397
0.1,0.2901121538109397,-0.010989010989007397
0.105,0.2901121538109397,-0.010989010989007397
0.11,0.2901121538109397,-0.0329670329670364
0.115,0.2904936293583571,0.0329670329670364
0.12,0.2904936293583571,0.010989010989007397
0.125,0.2901121538109397,0.010989010989007397
0.13,0.2901121538109397,0.010989010989007397
0.135,0.2901121538109397,0.010989010989007397
0.14,0.2901121538109397,0.010989010989007397
0.145,0.2901121538109397,0.010989010989007397
0.15,0.2901121538109397,0.010989010989007397
0.155,0.2901121538109397,0.010989010989007397
0.16,0.2901121538109397,0.010989010989007397
0.165,0.2901121538109397,0.010989010989007397
0.17,0.2901121538109397,0.010989010989007397
0.17500000000000002,0.2901121538109397,0.010989010989007397
0.18,0.2901121538109397,0.010989010989007397
0.185,0.2901121538109397,0.010989010989007397
0.19,0.2901121538109397,0.010989010989007397
0.195,0.2901121538109397,0.010989010989007397
0.2,0.2901121538109397,0.010989010989007397
0.20500000000000002,0.2901121538109397,0.010989010989007397
0.21,0.2901121538109397,0.010989010989007397
0.215,0.2901121538109397,0.010989010989007397
0.22,0.2901121538109397,0.010989010989007397
0.225,0.2901121538109397,0.010989010989007397
0.23,0.2901121538109397,0.010989010989007397
0.23500000000000001,0.2901121538109397,0.010989010989007397
0.24,0.2901121538109397,-0.010989010989007397
0.245,0.2901121538109397,-0.010989010989007397
0.25,0.2901121538109397,-0.010989010989007397
0.255,0.2901121538109397,0.010989010989007397
0.26,0.2901121538109397,0.010989010989007397
0.265,0.2901121538109397,0.010989010989007397
0.27,0.2901121538109397,0.010989010989007397
0.275,0.2901121538109397,0.010989010989007397
0.28,0.2901121538109397,0.010989010989007397
0.28500000000000003,0.2901121538109397,0.010989010989007397
0.29,0.2901121538109397,0.010989010989007397
0.295,0.2901121538109397,0.010989010989007397
0.3,0.2901121538109397,0.010989010989007397
0.305,0.2901121538109397,0.010989010989007397
0.31,0.2901121538109397,0.010989010989007397
0.315,0.2901121538109397,0.010989010989007397
0.32,0.2901121538109397,0.010989010989007397
0.325,0.2901121538109397,0.010989010989007397
0.33,0.2901121538109397,0.010989010989007397
0.335,0.2901121538109397,0.010989010989007397
0.34,0.2901121538109397,0.010989010989007397
