cmd,actual,ratio
0.05,0.04161955209942778,0.8323910419885556
0.15,0.13710413235750502,0.9140275490500335
0.3,0.2810736293225851,0.9369120977419504
0.45,0.4232717664711773,0.9406039254915051
0.3,0.29473014123525343,0.9824338041175115
0.15,0.15142822647815385,1.009521509854359
0.05,0.05930657204997348,1.1861314409994694
