cmd,actual,ratio
0.05,0.09808533670532663,1.9617067341065324
0.15,0.2419141254766872,1.612760836511248
0.3,0.3849455678169723,1.283151892723241
0.45,0.25807055296443937,0.5734901176987541
0.3,0.116180410417659,0.38726803472553
0.15,0.02265480090103264,0.15103200600688427
0.05,nan,nan
