t_host_mono_ns,kind,channel,can_id
196391818473400,mit_zero,1,7
196391819932800,mit_zero,1,8
196391820544400,mit_zero,0,1
196391821925200,mit_zero,0,2
196391822570900,mit_zero,1,3
196391823646400,mit_zero,1,4
196391824578800,mit_zero,0,5
196391825583200,mit_zero,0,6
196391826085500,mit_zero,1,7
196391827696200,mit_zero,1,8
196391828693800,mit_zero,0,1
196391829206200,mit_zero,0,2
196391830196800,mit_zero,1,3
196391831301300,mit_zero,1,4
196391832405600,mit_zero,0,5
196391833407700,mit_zero,0,6
196391834412400,mit_zero,1,7
196391835503200,mit_zero,1,8
196391836585400,mit_zero,0,1
196391837724300,mit_zero,0,2
196391838366100,mit_zero,1,3
196391839517500,mit_zero,1,4
196391840378600,mit_zero,0,5
196391841382100,mit_zero,0,6
196391842388700,mit_zero,1,7
196391843393200,mit_zero,1,8
196391844507400,mit_zero,0,1
196391845598100,mit_zero,0,2
196391846206700,mit_zero,1,3
196391847208700,mit_zero,1,4
196391848306400,mit_zero,0,5
196391849454300,mit_zero,0,6
196391850459100,mit_zero,1,7
196391851595700,mit_zero,1,8
196391852768200,mit_zero,0,1
196391853408300,mit_zero,0,2
196391854408000,mit_zero,1,3
196391855415000,mit_zero,1,4
196391856421400,mit_zero,0,5
196391857476800,mit_zero,0,6
196391858674600,mit_zero,1,7
196391859280000,mit_zero,1,8
196391860283800,mit_zero,0,1
196391861292700,mit_zero,0,2
196391862299700,mit_zero,1,3
196391863309300,mit_zero,1,4
196391864309700,mit_zero,0,5
196391865404800,mit_zero,0,6
196391866583800,mit_zero,1,7
196391867648100,mit_zero,1,8
196391868242100,mit_zero,0,1
196391869251500,mit_zero,0,2
196391870317700,mit_zero,1,3
196391871258000,mit_zero,1,4
196391872344900,mit_zero,0,5
196391873436200,mit_zero,0,6
196391874476800,mit_zero,1,7
196391875603900,mit_zero,1,8
196391876193100,mit_zero,0,1
196391877197200,mit_zero,0,2
196391878259900,mit_zero,1,3
196391879634500,mit_zero,1,4
196391880628000,mit_zero,0,5
196391881619100,mit_zero,0,6
196391882209800,mit_zero,1,7
196391883231900,mit_zero,1,8
196391884236400,mit_zero,0,1
196391885218800,mit_zero,0,2
196391886224500,mit_zero,1,3
196391887231700,mit_zero,1,4
