t_host_mono_ns,channel,can_id,dlc,data_hex
196391163485900,0,17,8,017fdd7ff8001a17
196391163492500,0,18,8,0281c87fe8011a18
196391163498600,1,19,8,03804b8008001a18
196391163505900,1,20,8,047e567ff7ff1a18
196391163511900,0,21,8,057f037ff8001a17
196391163517800,0,22,8,06819d7ff7ff1917
196391163526000,1,23,8,077fe77ff8001a14
196391163535000,1,24,8,087ffe7ff8001917
196391163541500,0,17,8,017fde7ff8001a17
196391163547900,0,18,8,0281c87fe8001a18
196391163555800,1,19,8,03804b8007ff1a18
196391163561800,1,20,8,047e567ff7ff1a18
196391163567400,0,21,8,057f037ff8001a17
196391163573100,0,22,8,06819d8007ff1917
196391163579000,1,23,8,077fe67fe8011a14
196391163584900,1,24,8,087ffe7ff7ff1917
196391163590800,0,17,8,017fdd7fe8001a17
196391163597400,0,18,8,0281c87ff8001a18
196391163603100,1,19,8,03804b7fe7ff1a18
196391163608800,1,20,8,047e567ff8001a18
196391163614500,0,21,8,057f037ff7ff1a17
196391163620300,0,22,8,06819d7ff7ff1917
196391163626300,1,23,8,077fe77ff8001a14
196391163632300,1,24,8,087ffe7ff8001917
196391163638200,0,17,8,017fde7ff8001a17
196391163644900,0,18,8,0281c88008001a18
196391163650900,1,19,8,03804b7ff7ff1a18
196391163656800,1,20,8,047e567ff8001a18
196391163663000,0,21,8,057f038007ff1a17
196391163670000,0,22,8,06819d7fe8001917
196391163675700,1,23,8,077fe78008001a14
196391163681400,1,24,8,087ffe7ff7ff1917
196391163687100,0,17,8,017fde8008001a17
196391163692900,0,18,8,0281c87ff8001a18
196391163698500,1,19,8,03804b7ff7ff1a18
196391163704300,1,20,8,047e568008001a18
196391163710200,0,21,8,057f037fe8001a17
196391163715800,0,22,8,06819c7fe7ff1917
196391163721600,1,23,8,077fe67ff7ff1a14
196391163727500,1,24,8,087ffe7ff7ff1917
196391163733600,0,17,8,017fde7ff8001a17
196391163739300,0,18,8,0281c87ff8011a18
196391163745000,1,19,8,03804b7ff7ff1a18
196391163750800,1,20,8,047e567ff8001a18
196391163756700,0,21,8,057f038008001a17
196391163762900,0,22,8,06819d7ff7ff1917
196391163768500,1,23,8,077fe78008001a14
196391163774100,1,24,8,087ffe7ff7ff1917
196391163779900,0,17,8,017fdd7ff8001a17
196391163785700,0,18,8,0281c87ff8001a18
196391163791400,1,19,8,03804b7ff7ff1a18
196391163797100,1,20,8,047e567ff8001a18
196391163803000,0,21,8,057f037ff8001a17
196391163808800,0,22,8,06819c7ff8001917
196391163815500,1,23,8,077fe67fe8011a14
196391163821200,1,24,8,087ffe8007ff1917
196391163827200,0,17,8,017fdd7ff8001a17
196391163832900,0,18,8,0281c87ff8011a18
196391163838600,1,19,8,03804b8007ff1a18
196391163844700,1,20,8,047e568008001a18
196391163850800,0,21,8,057f037ff8001a17
196391163857300,0,22,8,06819d7ff8001917
196391163863200,1,23,8,077fe77ff8001a14
196391163868800,1,24,8,087ffe7ff8001917
196391163874300,0,17,8,017fdd7ff8011a17
196391163880000,0,18,8,0281c87ff8001a18
196391163885600,1,19,8,03804b8007ff1a18
196391163891400,1,20,8,047e568008001a18
196391163897000,0,21,8,057f037ff8001a17
196391163902500,0,22,8,06819d7ff7ff1917
196391163908200,1,23,8,077fe77ff8001a14
196391163913800,1,24,8,087ffe7ff8001917
196391163919500,0,17,8,017fdd7ff8001a17
196391163926100,0,18,8,0281c87ff8001a18
196391163931800,1,19,8,03804b7ff7ff1a18
196391163938400,1,20,8,047e567ff7ff1a18
196391163944500,0,21,8,057f037ff8001a17
196391163950600,0,22,8,06819d7fe7ff1917
196391163956400,1,23,8,077fe77ff8001a14
196391163962400,1,24,8,087ffe7fe7ff1917
196391163968400,0,17,8,017fdd7ff7ff1a17
196391163974900,0,18,8,0281c88008011a18
196391163980600,1,19,8,03804b7ff7ff1a18
196391163986300,1,20,8,047e567ff8001a18
196391163992200,0,21,8,057f037ff8001a17
196391163997800,0,22,8,06819c7ff8001917
196391164003600,1,23,8,077fe67fe8001a14
196391164009300,1,24,8,087ffe8007ff1917
196391164015700,0,17,8,017fdd7ff8001a17
196391164021700,0,18,8,0281c87fe8011a18
196391164027300,1,19,8,03804b7ff7ff1a18
196391164033000,1,20,8,047e567ff8001a18
196391164038800,0,21,8,057f037ff8001a17
196391164044400,0,22,8,06819c7ff8001917
196391164050000,1,23,8,077fe77ff8001a14
196391164055900,1,24,8,087ffe7fe8001917
196391273397700,0,17,8,017fdd7ff8001a17
196391273424900,0,18,8,0281c87ff8001a18
196391273432900,1,19,8,03804b7ff7ff1a18
196391273439300,1,20,8,047e567ff7ff1a18
196391273445300,0,21,8,057f037fe8001a17
196391273452600,0,22,8,06819d7ff8001917
196391273459000,1,23,8,077fe77ff8001a14
196391273464900,1,24,8,087ffe8008001917
196391273471100,0,17,8,017fde7ff8001a17
196391273477000,0,18,8,0281c87ff8011a18
196391273482700,1,19,8,03804a7ff8001a18
196391273488500,1,20,8,047e567ff7ff1a18
196391273494400,0,21,8,057f038008001a17
196391273500400,0,22,8,06819d7fe8001917
196391273506200,1,23,8,077fe78008001a14
196391273512200,1,24,8,087ffe7ff8001917
196391273518400,0,17,8,017fde7ff8001a17
196391273524300,0,18,8,0281c87ff8001a18
196391273529900,1,19,8,03804b8007ff1a18
196391273535700,1,20,8,047e567ff7ff1a18
196391273541400,0,21,8,057f037fe7ff1a17
196391273547200,0,22,8,06819d7ff8001917
196391273553300,1,23,8,077fe77ff8011a14
196391273559200,1,24,8,087ffe7fe8001917
196391273565200,0,17,8,017fde7ff8001a17
196391273571100,0,18,8,0281c87ff8001a18
196391273577100,1,19,8,03804b7ff8001a18
196391273582800,1,20,8,047e567ff7ff1a18
196391273588400,0,21,8,057f038007ff1a17
196391273594400,0,22,8,06819d7ff7ff1917
196391273600100,1,23,8,077fe77fe8001a14
196391273605700,1,24,8,087ffe7ff8001917
196391273611200,0,17,8,017fdd7ff8001a17
196391273617100,0,18,8,0281c88008001a18
196391273623000,1,19,8,03804b7ff8001a18
196391273629200,1,20,8,047e568007ff1a18
196391273634800,0,21,8,057f037fe8001a17
196391273640900,0,22,8,06819d8007ff1917
196391273646800,1,23,8,077fe77ff8001a14
196391273652600,1,24,8,087ffe8008001917
196391273658200,0,17,8,017fde7ff8001a17
196391273663900,0,18,8,0281c88008011a18
196391273669700,1,19,8,03804b8007ff1a18
196391273675300,1,20,8,047e568007ff1a18
196391273682400,0,21,8,057f038008001a17
196391273688000,0,22,8,06819d7ff8001917
196391273693700,1,23,8,077fe77ff8001a14
196391273699500,1,24,8,087ffe7ff8001917
196391273705500,0,17,8,017fdd7ff8001a17
196391273711200,0,18,8,0281c87ff8001a18
196391273717000,1,19,8,03804b7fe7ff1a18
196391273723000,1,20,8,047e567ff7ff1a18
196391273728700,0,21,8,057f037ff8001a17
196391273734400,0,22,8,06819c7ff7ff1917
196391273740400,1,23,8,077fe67fe8001a14
196391273746800,1,24,8,087ffe7fe7ff1917
196391273752400,0,17,8,017fde8008011a17
196391273758700,0,18,8,0281c87ff8001a18
196391273764400,1,19,8,03804b8007ff1a18
196391273770100,1,20,8,047e567ff7ff1a18
196391273775700,0,21,8,057f037ff7ff1a17
196391273781400,0,22,8,06819d8008001917
196391273787100,1,23,8,077fe78008001a14
196391273792800,1,24,8,087ffe7ff8001917
196391273798400,0,17,8,017fde7ff8001a17
196391273804300,0,18,8,0281c88018001a18
196391273809900,1,19,8,03804b7fe7ff1a18
196391273815600,1,20,8,047e567ff7ff1a18
196391273821400,0,21,8,057f037ff8001a17
196391273827000,0,22,8,06819d7ff7ff1917
196391273832800,1,23,8,077fe78008001a14
196391273838400,1,24,8,087ffe7ff7ff1917
196391273844400,0,17,8,017fde7ff8001a17
196391273856000,0,18,8,0281c87ff8001a18
196391273864800,1,19,8,03804b7ff8001a18
196391273883200,1,20,8,047e567ff7ff1a18
196391273890600,0,21,8,057f037ff8001a17
196391273896400,0,22,8,06819c7fe7ff1917
196391273902200,1,23,8,077fe67fe8001a14
196391273908400,1,24,8,087ffe8007ff1917
196391273914000,0,17,8,017fde7ff8001a17
196391273919700,0,18,8,0281c87ff8011a18
196391273925300,1,19,8,03804b8007ff1a18
196391273931000,1,20,8,047e568007ff1a18
196391273936800,0,21,8,057f038007ff1a17
196391273942600,0,22,8,06819d7ff7ff1917
196391273948300,1,23,8,077fe77ff8001a14
196391273954100,1,24,8,087ffe7ff8001917
196391273959700,0,17,8,017fde8008001a17
196391273966600,0,18,8,0281c87fe8001a18
196391273972200,1,19,8,03804b7ff7ff1a18
196391273977900,1,20,8,047e567ff8001a18
196391273983600,0,21,8,057f037fe7ff1a17
196391273989500,0,22,8,06819d7ff8001917
196391273995100,1,23,8,077fe77ff8001a14
196391274000900,1,24,8,087ffe7fe7ff1917
196391274006900,0,17,8,017fde7ff8001a17
196391274012700,0,18,8,0281c87ff8001a18
196391274018300,1,19,8,03804b7ff8001a18
196391274023900,1,20,8,047e567ff7ff1a18
196391274029400,0,21,8,057f037ff8001a17
196391274035200,0,22,8,06819d8008001917
196391274040900,1,23,8,077fe78008001a14
196391274047200,1,24,8,087ffe7ff7ff1917
196391274055800,0,17,8,017fdd7ff8001a17
196391274061800,0,18,8,0281c87ff8001a18
196391274067400,1,19,8,03804b7ff7ff1a18
196391274073100,1,20,8,047e567ff8001a18
196391274078600,0,21,8,057f038007ff1a17
196391274084700,0,22,8,06819d7ff7ff1917
196391382712800,1,23,8,077fe67fe8001a14
196391382743600,1,24,8,087ffe7ff7ff1917
196391382751900,0,17,8,017fde7ff8001a17
196391382759000,0,18,8,0281c88008001a18
196391382764900,1,19,8,03804b7ff7ff1a18
196391382770900,1,20,8,047e567fe7ff1a18
196391382777100,0,21,8,057f037fe7ff1a17
196391382783100,0,22,8,06819c7ff8001917
196391382789100,1,23,8,077fe67ff8001a14
196391382796300,1,24,8,087ffe7ff8001917
196391382802500,0,17,8,017fdd7ff8001a17
196391382808700,0,18,8,0281c87ff8001a18
196391382814500,1,19,8,03804b8007ff1a18
196391382820400,1,20,8,047e567ff8001a18
196391382826200,0,21,8,057f037ff7ff1a17
196391382833000,0,22,8,06819c7fe7ff1917
196391382838700,1,23,8,077fe67fe8001a14
196391382844400,1,24,8,087ffe8007ff1917
196391382850700,0,17,8,017fdd7ff8001a17
196391382856600,0,18,8,0281c87fe8001a18
196391382862300,1,19,8,03804b7ff7ff1a18
196391382867900,1,20,8,047e567ff7ff1a18
196391382873700,0,21,8,057f037ff7ff1a17
196391382879400,0,22,8,06819d7fe8001917
196391382885200,1,23,8,077fe77ff8001a14
196391382890900,1,24,8,087ffe7ff7fe1917
196391382896600,0,17,8,017fde7ff8001a17
196391382903100,0,18,8,0281c87ff8011a18
196391382908900,1,19,8,03804b7ff7ff1a18
196391382915300,1,20,8,047e567ff8001a18
196391382921400,0,21,8,057f037fe7ff1a17
196391382927100,0,22,8,06819d7fe8001917
196391382933100,1,23,8,077fe78008001a14
196391382938900,1,24,8,087ffe7ff7ff1917
196391382944700,0,17,8,017fde7ff8011a17
196391382950500,0,18,8,0281c87ff8001a18
196391382956200,1,19,8,03804b7ff8001a18
196391382962100,1,20,8,047e567ff8001a18
196391382967800,0,21,8,057f038007ff1a17
196391382973600,0,22,8,06819c7ff8001917
196391382979300,1,23,8,077fe67fe8001a14
196391382985100,1,24,8,087ffe7ff7ff1917
196391382990800,0,17,8,017fde7ff8001a17
196391382997100,0,18,8,0281c87ff8001a18
196391383003200,1,19,8,03804b7ff7ff1a18
196391383008900,1,20,8,047e567ff8001a18
196391383014500,0,21,8,057f037ff8001a17
196391383020100,0,22,8,06819d7ff8001917
196391383025900,1,23,8,077fe78008001a14
196391383031600,1,24,8,087ffe7ff7ff1917
196391383037400,0,17,8,017fde8008001a17
196391383043100,0,18,8,0281c87fe8011a18
196391383048700,1,19,8,03804b7ff7fe1a18
196391383054600,1,20,8,047e567ff7ff1a18
196391383060600,0,21,8,057f037ff8001a17
196391383066900,0,22,8,06819d7ff7ff1917
196391383072600,1,23,8,077fe67ff8001a14
196391383078200,1,24,8,087ffe7ff7ff1917
196391383083800,0,17,8,017fdd7ff8001a17
196391383089600,0,18,8,0281c88008001a18
196391383095300,1,19,8,03804b7ff7ff1a18
196391383101200,1,20,8,047e568007ff1a18
196391383106700,0,21,8,057f038008001a17
196391383112600,0,22,8,06819d8007ff1917
196391383118500,1,23,8,077fe67ff8011a14
196391383124200,1,24,8,087ffe8008001917
196391383130200,0,17,8,017fde7ff7ff1a17
196391383136200,0,18,8,0281c87fe8001a18
196391383141900,1,19,8,03804b7ff7ff1a18
196391383147600,1,20,8,047e567ff8001a18
196391383153200,0,21,8,057f037ff8001a17
196391383158900,0,22,8,06819c7ff8001917
196391383164900,1,23,8,077fe77ff8001a14
196391383179700,1,24,8,087ffe7fd7ff1917
196391383188500,0,17,8,017fdd7ff8001a17
196391383197000,0,18,8,0281c87fe8001a18
196391383205500,1,19,8,03804b7ff7ff1a18
196391383213900,1,20,8,047e567fe8001a18
196391383223500,0,21,8,057f037fe8001a17
196391383243100,0,22,8,06819c7fe7ff1917
196391383250400,1,23,8,077fe67ff8001a14
196391383256400,1,24,8,087ffe7ff7ff1917
196391383262500,0,17,8,017fdd7ff8001a17
196391383268300,0,18,8,0281c88008001a18
196391383274000,1,19,8,03804b7ff8001a18
196391383279800,1,20,8,047e567fe8001a18
196391383285400,0,21,8,057f038008001a17
196391383291100,0,22,8,06819d8007ff1917
196391383296800,1,23,8,077fe78008001a14
196391383302900,1,24,8,087ffe7ff8001917
196391383308700,0,17,8,017fde8008001a17
196391383314400,0,18,8,0281c87fe8011a18
196391383320200,1,19,8,03804b7ff7ff1a18
196391383326100,1,20,8,047e567fe8001a18
196391383332100,0,21,8,057f037fe8001a17
196391383337900,0,22,8,06819d7ff7ff1917
196391383343500,1,23,8,077fe78018001a14
196391383349400,1,24,8,087ffe7fe8001917
196391383355100,0,17,8,017fde8008011a17
196391383361300,0,18,8,0281c87ff8001a18
196391383366900,1,19,8,03804b7ff7ff1a18
196391383372500,1,20,8,047e567ff8001a18
196391383378100,0,21,8,057f037ff8001a17
196391383383800,0,22,8,06819d7ff7ff1917
196391383389800,1,23,8,077fe77ff8001a14
196391383395400,1,24,8,087ffe7fe7ff1917
196391383401200,0,17,8,017fdd7ff8001a17
196391383407000,0,18,8,0281c87ff8011a18
196391383412700,1,19,8,03804b7ff8001a18
196391493500100,1,20,8,047e567ff8001a18
196391493533200,0,21,8,057f037ff8001a17
196391493546800,0,22,8,06819c7ff8001917
196391493571200,1,23,8,077fe77ff8001a14
196391493595300,1,24,8,087ffe8007fe1917
196391493606900,0,17,8,017fdd7ff8011a17
196391493616500,0,18,8,0281c87ff8011a18
196391493624000,1,19,8,03804b7ff7ff1a18
196391493630500,1,20,8,047e567ff7ff1a18
196391493636800,0,21,8,057f037ff8001a17
196391493642700,0,22,8,06819c7ff7ff1917
196391493648800,1,23,8,077fe78008001a14
196391493654500,1,24,8,087ffe7ff7ff1917
196391493660500,0,17,8,017fdd7fe8001a17
196391493666800,0,18,8,0281c88008011a18
196391493672800,1,19,8,03804b7ff7ff1a18
196391493678600,1,20,8,047e567fd7ff1a18
196391493684500,0,21,8,057f037fe8001a17
196391493690400,0,22,8,06819c7ff7ff1917
196391493698200,1,23,8,077fe77ff8001a14
196391493706800,1,24,8,087ffe7fe8001917
196391493713800,0,17,8,017fde7ff8001a17
196391493719600,0,18,8,0281c87ff8011a18
196391493725400,1,19,8,03804b7ff8001a18
196391493731300,1,20,8,047e567ff8001a18
196391493737100,0,21,8,057f037ff8001a17
196391493742900,0,22,8,06819c7fe7ff1917
196391493748700,1,23,8,077fe77ff8001a14
196391493754700,1,24,8,087ffe7ff8001917
196391493760500,0,17,8,017fde7ff8001a17
196391493766400,0,18,8,0281c87ff8011a18
196391493776500,1,19,8,03804b7fe7ff1a18
196391493782100,1,20,8,047e568008001a18
196391493788100,0,21,8,057f037fe7ff1a17
196391493794500,0,22,8,06819d7ff8001917
196391493800300,1,23,8,077fe77ff8001a14
196391493805800,1,24,8,087ffe7ff8001917
196391493811600,0,17,8,017fdd7ff8001a17
196391493818600,0,18,8,0281c87ff8001a18
196391493824200,1,19,8,03804b7fe7ff1a18
196391493829900,1,20,8,047e567ff7ff1a18
196391493835700,0,21,8,057f037ff7ff1a17
196391493841300,0,22,8,06819c7fe8001917
196391493847300,1,23,8,077fe77ff8001a14
196391493853200,1,24,8,087ffe7fe8001917
196391493859200,0,17,8,017fdd7ff8001a17
196391493865200,0,18,8,0281c88008001a18
196391493870900,1,19,8,03804b7ff7ff1a18
196391493876800,1,20,8,047e567ff7ff1a18
196391493882500,0,21,8,057f037fe7ff1a17
196391493888100,0,22,8,06819d7ff8001917
196391493893700,1,23,8,077fe77ff8011a14
196391493899400,1,24,8,087ffe7ff8001917
196391493905300,0,17,8,017fdd7fe8011a17
196391493911000,0,18,8,0281c87ff8001a18
196391493916600,1,19,8,03804b7ff7ff1a18
196391493922300,1,20,8,047e567fe7ff1a18
196391493928000,0,21,8,057f038007ff1a17
196391493933700,0,22,8,06819d8008001917
196391493939400,1,23,8,077fe78008001a14
196391493945100,1,24,8,087ffe7ff7ff1917
196391493951400,0,17,8,017fde7ff8001a17
196391493957300,0,18,8,0281c87fe8011a18
196391493962900,1,19,8,03804a7ff8001a18
196391493968900,1,20,8,047e567ff7ff1a18
196391493974700,0,21,8,057f037ff8001a17
196391493981000,0,22,8,06819c7fe8001917
196391493986800,1,23,8,077fe77ff8001a14
196391493992600,1,24,8,087ffe7fe8001917
196391493998200,0,17,8,017fde7ff8011a17
196391494004000,0,18,8,0281c87fe8001a18
196391494010000,1,19,8,03804b8008001a18
196391494016000,1,20,8,047e567ff7ff1a18
196391494022700,0,21,8,057f037ff7ff1a17
196391494028500,0,22,8,06819d7ff7ff1917
196391494034400,1,23,8,077fe78008001a14
196391494040000,1,24,8,087ffe8007ff1917
196391494045700,0,17,8,017fdd7ff8001a17
196391494051300,0,18,8,0281c87ff8001a18
196391494057000,1,19,8,03804b7ff7ff1a18
196391494062800,1,20,8,047e567ff7ff1a18
196391494068500,0,21,8,057f038007ff1a17
196391494074500,0,22,8,06819d7ff8001917
196391494080200,1,23,8,077fe67ff8001a14
196391494085900,1,24,8,087ffe7ff7ff1917
196391494091600,0,17,8,017fde7ff8001a17
196391494097800,0,18,8,0281c87ff8011a18
196391494103500,1,19,8,03804b7fe7ff1a18
196391494109300,1,20,8,047e567ff8001a18
196391494115000,0,21,8,057f037fe8001a17
196391494121100,0,22,8,06819d7fe7ff1917
196391494126900,1,23,8,077fe78008001a14
196391494132700,1,24,8,087ffe8007ff1917
196391494138400,0,17,8,017fde8008001a17
196391494146400,0,18,8,0281c88008001a18
196391494152100,1,19,8,03804b7ff7ff1a18
196391494157800,1,20,8,047e567ff7ff1a18
196391494163500,0,21,8,057f038007ff1a17
196391494169500,0,22,8,06819d7ff7ff1917
196391494175100,1,23,8,077fe77fe8001a14
196391494180900,1,24,8,087ffe7fe8001917
196391494186500,0,17,8,017fdd7ff8001a17
196391494192300,0,18,8,0281c87ff8011a18
196391494197900,1,19,8,03804b8007ff1a18
196391494203600,1,20,8,047e567fe8001a18
196391494209500,0,21,8,057f038007ff1a17
196391494215600,0,22,8,06819d7ff7ff1917
196391494221200,1,23,8,077fe77ff8001a14
196391494227000,1,24,8,087ffe7fe7ff1917
196391494232700,0,17,8,017fde8008001a17
196391494238200,0,18,8,0281c87ff8011a18
196391604759500,1,19,8,03804b8007ff1a18
196391604818300,1,20,8,047e567ff8001a18
196391604842000,0,21,8,057f037ff7ff1a17
196391604852300,0,22,8,06819d7ff8001917
196391604861500,1,23,8,077fe77ff8001a14
196391604870500,1,24,8,087ffe8008001917
196391604879600,0,17,8,017fde7ff8001a17
196391604888400,0,18,8,0281c87ff8001a18
196391604895300,1,19,8,03804b8007ff1a18
196391604901200,1,20,8,047e567ff8001a18
196391604906900,0,21,8,057f038008001a17
196391604912900,0,22,8,06819d7ff8001917
196391604918900,1,23,8,077fe77ff8001a14
196391604924700,1,24,8,087ffe7fe7ff1917
196391604932700,0,17,8,017fdd7fe8001a17
196391604963000,0,18,8,0281c87ff8011a18
196391604973100,1,19,8,03804b7fe7ff1a18
196391604981700,1,20,8,047e567ff7ff1a18
196391604988300,0,21,8,057f037ff8001a17
196391604994200,0,22,8,06819d7fe8001917
196391605000300,1,23,8,077fe78008001a14
196391605006400,1,24,8,087ffe7fe7ff1917
196391605012900,0,17,8,017fdd7ff8001a17
196391605018900,0,18,8,0281c87ff8011a18
196391605024700,1,19,8,03804b7ff7ff1a18
196391605030500,1,20,8,047e567ff7ff1a18
196391605036500,0,21,8,057f038008001a17
196391605042300,0,22,8,06819d7fe8001917
196391605049200,1,23,8,077fe67fe8001a14
196391605057100,1,24,8,087ffe7ff7ff1917
196391605063200,0,17,8,017fde7ff8001a17
196391605069200,0,18,8,0281c88008001a18
196391605075300,1,19,8,03804b7fe7ff1a18
196391605081000,1,20,8,047e567ff7ff1a18
196391605086800,0,21,8,057f037ff8001a17
196391605092600,0,22,8,06819d8007ff1917
196391605098300,1,23,8,077fe77ff8001a14
196391605104000,1,24,8,087ffe7ff7ff1917
196391605110100,0,17,8,017fdd7fe8011a17
196391605116900,0,18,8,0281c87ff8001a18
196391605125100,1,19,8,03804b8007ff1a18
196391605134700,1,20,8,047e567ff7ff1a18
196391605141300,0,21,8,057f037ff8001a17
196391605147000,0,22,8,06819d8008001917
196391605152900,1,23,8,077fe78008001a14
196391605158800,1,24,8,087ffe7ff7ff1917
196391605164700,0,17,8,017fde7ff8001a17
196391605171800,0,18,8,0281c87ff8001a18
196391605177700,1,19,8,03804b7ff8001a18
196391605183400,1,20,8,047e567ff7ff1a18
196391605189000,0,21,8,057f037ff8001a17
196391605194700,0,22,8,06819d8007ff1917
196391605200400,1,23,8,077fe67fe8001a14
196391605209200,1,24,8,087ffe7ff7ff1917
196391605215200,0,17,8,017fde7ff8001a17
196391605223500,0,18,8,0281c87ff8001a18
196391605231400,1,19,8,03804b7fe7ff1a18
196391605237200,1,20,8,047e567ff7fe1a18
196391605242900,0,21,8,057f037ff8001a17
196391605248700,0,22,8,06819d7ff8001917
196391605254600,1,23,8,077fe77ff8001a14
196391605260300,1,24,8,087ffe7ff7ff1917
196391605266100,0,17,8,017fde7ff8001a17
196391605271900,0,18,8,0281c88008001a18
196391605279100,1,19,8,03804b7ff7ff1a18
196391605284700,1,20,8,047e567ff7ff1a18
196391605290300,0,21,8,057f037fe8001a17
196391605297600,0,22,8,06819d8007ff1917
196391605303300,1,23,8,077fe77ff7ff1a14
196391605309100,1,24,8,087ffe7fe7ff1917
196391605315000,0,17,8,017fdd7ff8001a17
196391605321000,0,18,8,0281c87ff7ff1a18
196391605327400,1,19,8,03804b7ff7ff1a18
196391605333000,1,20,8,047e567ff7ff1a18
196391605338800,0,21,8,057f037ff8001a17
196391605344500,0,22,8,06819d7fe8001917
196391605350400,1,23,8,077fe77ff8001a14
196391605355900,1,24,8,087ffe7fe8001917
196391605361700,0,17,8,017fdd7ff8011a17
196391605367400,0,18,8,0281c87ff8011a18
196391605373300,1,19,8,03804b7ff7ff1a18
196391605379100,1,20,8,047e567ff7ff1a18
196391605384800,0,21,8,057f037ff8001a17
196391605390500,0,22,8,06819c7fe8001917
196391605396200,1,23,8,077fe67ff8011a14
196391605402100,1,24,8,087ffe7ff7fe1917
196391605407800,0,17,8,017fde7ff8001a17
196391605413600,0,18,8,0281c87ff8001a18
196391605419100,1,19,8,03804b7ff7ff1a18
196391605424700,1,20,8,047e567ff8001a18
196391605430600,0,21,8,057f038008001a17
196391605436200,0,22,8,06819d8008001917
196391605441900,1,23,8,077fe67ff8001a14
196391605447600,1,24,8,087ffe7ff7fe1917
196391605453700,0,17,8,017fde7ff8011a17
196391605459300,0,18,8,0281c87ff8001a18
196391605465000,1,19,8,03804b7ff7ff1a18
196391605480400,1,20,8,047e567ff7ff1a18
196391605498600,0,21,8,057f037fe7ff1a17
196391605514100,0,22,8,06819d7ff8001917
196391605523400,1,23,8,077fe67fe8011a14
196391605532000,1,24,8,087ffe7ff7ff1917
196391605540500,0,17,8,017fdd7ff8001a17
196391605547200,0,18,8,0281c87ff8001a18
196391605553200,1,19,8,03804b7fe7ff1a18
196391605559000,1,20,8,047e567ff7ff1a18
196391605564600,0,21,8,057f037ff8001a17
196391605570500,0,22,8,06819d8007ff1917
196391605577700,1,23,8,077fe67ff8001a14
196391605585700,1,24,8,087ffe7fe7ff1917
196391605602400,0,17,8,017fde7ff8001a17
196391714596000,0,18,8,0281c87ff8001a18
196391714628900,1,19,8,03804b8007ff1a18
196391714664200,1,20,8,047e567ff7ff1a18
196391714677300,0,21,8,057f037ff8001a17
196391714687400,0,22,8,06819d7ff8001917
196391714694800,1,23,8,077fe77ff8011a14
196391714701000,1,24,8,087ffe7fe7ff1917
196391714707700,0,17,8,017fdd7ff8001a17
196391714717000,0,18,8,0281c87ff8001a18
196391714722800,1,19,8,03804b8007ff1a18
196391714728900,1,20,8,047e567ff7ff1a18
196391714735100,0,21,8,057f037fe8001a17
196391714741000,0,22,8,06819c7fe8001917
196391714757400,1,23,8,077fe77ff8001a14
196391714770900,1,24,8,087ffe7fe8001917
196391714778400,0,17,8,017fde7ff8001a17
196391714784500,0,18,8,0281c88008001a18
196391714790300,1,19,8,03804b7ff7ff1a18
196391714805700,1,20,8,047e568007ff1a18
196391714811900,0,21,8,057f037fe7ff1a17
