t_host_mono_ns,pose,reg,x,y,z,age_s
201122796825300,五次调平,3,0.6825330853462219,0.14572182297706604,100.84859466552734,0.0014155000098980963
201122798425400,五次调平,1,0.02171945571899414,0.08639330416917801,9.802595138549805,0.001340999995591119
201122798426500,五次调平,2,-0.0011841291561722755,-0.004361547529697418,0.0029598327819257975,0.0013208999880589545
201122798427000,五次调平,3,0.6810814738273621,0.145071879029274,100.8490219116211,0.0013009000103920698
201122799983600,五次调平,1,0.021764755249023438,0.08640682697296143,9.809722900390625,0.0015207999967969954
201122799984300,五次调平,2,0.002011663746088743,-0.011818397790193558,0.008286154828965664,0.0014999000122770667
201122799984800,五次调平,3,0.6805552244186401,0.1440165489912033,100.84956359863281,0.0014807999832555652
201122801640900,五次调平,1,-0.014351002871990204,0.12200905382633209,9.77386474609375,0.001552000001538545
201122801642300,五次调平,2,0.011599043384194374,-0.01820998266339302,-0.0002359601785428822,0.0015349000168498605
201122801642800,五次调平,3,0.6817054152488708,0.14237554371356964,100.84973907470703,0.0015159000176936388
201122803174600,五次调平,1,-0.02152901515364647,0.1148274764418602,9.759700775146484,0.0014744999934919178
201122803176200,五次调平,2,0.00946851447224617,-0.01501419022679329,-0.0034317532554268837,0.00144009999348782
201122803176700,五次调平,3,0.6822066903114319,0.14206255972385406,100.8495101928711,0.001409599994076416
201122804704400,五次调平,1,-0.014169871807098389,0.11490538716316223,9.795318603515625,0.0013922000071033835
201122804705400,五次调平,2,-0.0033146576024591923,-0.003296283073723316,-0.0066275461576879025,0.001373699982650578
201122804705900,五次调平,3,0.6817087531089783,0.14204710721969604,100.84880065917969,0.0013547999842558056
201122806247700,五次调平,1,0.00032173097133636475,0.10067802667617798,9.816791534423828,0.0014676999999210238
201122806249000,五次调平,2,-0.0011841291561722755,0.0009647742263041437,-0.0034317532554268837,0.0014469999878201634
201122806249500,五次调平,3,0.6812919974327087,0.14218787848949432,100.84860229492188,0.0014273999840952456
201122807791800,五次调平,1,-0.01371733844280243,0.07209401577711105,9.82424545288086,0.0014190999791026115
201122807794800,五次调平,2,0.008403249084949493,0.002030038507655263,-0.0023664887994527817,0.0014044999843463302
201122807795700,五次调平,3,0.6803277730941772,0.14308661222457886,100.84862518310547,0.0013859000173397362
201122809330100,五次调平,1,-0.013853169977664948,0.07921120524406433,9.809917449951172,0.001270200009457767
201122809331600,五次调平,2,0.014794835820794106,0.0009647742263041437,0.0029598327819257975,0.001251100009540096
201122809334600,五次调平,3,0.680224597454071,0.14391835033893585,100.8490219116211,0.0012331999896559864
201122810891300,五次调平,1,-0.006946727633476257,0.1077849343419075,9.802490234375,0.0011725999938789755
201122810892800,五次调平,2,0.010533777996897697,0.0009647742263041437,0.007220889907330275,0.0011509000032674521
201122810893300,五次调平,3,0.680635929107666,0.14419694244861603,100.84957122802734,0.0011093999783042818
201122813020300,五次调平,1,9.546428918838501e-05,0.12208370864391327,9.802328109741211,0.001858100004028529
201122813021800,五次调平,2,0.004142192658036947,0.005225831642746925,0.00615562591701746,0.001833700021961704
201122813022200,五次调平,3,0.6814414262771606,0.1449083387851715,100.85029602050781,0.0017969999753404409
201122814055200,五次调平,1,-0.02143816277384758,0.1363278478384018,9.79513931274414,0.0008518999966327101
201122814056400,五次调平,2,0.005207457114011049,0.0009647742263041437,-0.0013012245763093233,0.0007977999921422452
201122814057000,五次调平,3,0.6826624274253845,0.14607176184654236,100.85041046142578,0.0007736000115983188
201122815567800,五次调平,1,-0.028570637106895447,0.15063312649726868,9.809284210205078,0.0009452000085730106
201122815569000,五次调平,2,0.0030769282020628452,-0.008622604422271252,-0.0034317532554268837,0.0009242999949492514
201122815569500,五次调平,3,0.6835312843322754,0.14625318348407745,100.85010528564453,0.0009048999927472323
201122817152900,五次调平,1,-0.021166440099477768,0.12925124168395996,9.830850601196289,0.000965900020673871
201122817154100,五次调平,2,0.002011663746088743,-0.012883661314845085,-0.0034317532554268837,0.0009475999977439642
201122817154500,五次调平,3,0.6843823194503784,0.1459704488515854,100.84930419921875,0.0009282999963033944
201122818585100,五次调平,1,-0.021030690521001816,0.11497627943754196,9.838117599487305,0.0009481000015512109
201122818586900,五次调平,2,0.007337986025959253,-0.00542681198567152,-0.0034317532554268837,0.0009269000147469342
201122818587600,五次调平,3,0.6847342848777771,0.14617571234703064,100.84905242919922,0.0009074999834410846
201122820102600,五次调平,1,0.00014076381921768188,0.12209723889827728,9.809455871582031,0.0008900999964680523
201122820104000,五次调平,2,0.006272721569985151,0.004160567186772823,0.004025097005069256,0.0008727000094950199
201122820106600,五次调平,3,0.6853284239768982,0.14690010249614716,100.84930419921875,0.0008557999972254038
201122821628900,五次调平,1,0.0070924311876297,0.14352673292160034,9.80209732055664,0.0009764999849721789
201122821634700,五次调平,2,0.0030769282020628452,-0.00010049009142676368,0.0029598327819257975,0.0009616999886929989
201122821635100,五次调平,3,0.6860430240631104,0.1468140035867691,100.84939575195312,0.0009427999902982265
201122823102200,五次调平,1,5.05596399307251e-05,0.15785904228687286,9.830499649047852,0.0008753000001888722
201122823103300,五次调平,2,0.008403249084949493,-0.010753133334219456,-0.0034317532554268837,0.0008575000101700425
201122823103800,五次调平,3,0.6882642507553101,0.14576300978660583,100.84879302978516,0.0008383000094909221
201122824615500,五次调平,1,-0.014214694499969482,0.15783849358558655,9.830551147460938,0.0009697999921627343
201122824616800,五次调平,2,0.007337986025959253,-0.002231018850579858,-0.0002359601785428822,0.0009501999884378165
201122824617300,五次调平,3,0.6895003914833069,0.14600570499897003,100.84855651855469,0.0009295000054407865
201122826115100,五次调平,1,-0.014124654233455658,0.10776112973690033,9.795387268066406,0.0008875000057742
201122826116200,五次调平,2,-0.005445186514407396,0.004160567186772823,-0.0013012245763093233,0.0008702000195626169
201122826116700,五次调平,3,0.6895375847816467,0.1470368504524231,100.8482437133789,0.0008521999989170581
201122827614200,五次调平,1,-0.014079354703426361,0.10777465999126434,9.80251693725586,0.0009481000015512109
201122827615400,五次调平,2,-0.002249393379315734,-0.0011657543946057558,-0.0013012245763093233,0.0009265999833587557
201122827615900,五次调平,3,0.6891849637031555,0.1473357230424881,100.84822082519531,0.0009071999811567366
201122829124600,五次调平,1,-0.014169715344905853,0.12922093272209167,9.809438705444336,0.0008732000133022666
201122829126000,五次调平,2,0.006272721569985151,-0.007557340431958437,-0.0034317532554268837,0.0008560999995097518
201122829126500,五次调平,3,0.6900429129600525,0.14745038747787476,100.84771728515625,0.0008377000049222261
201122830633500,五次调平,1,-0.03543201833963394,0.10059958696365356,9.802661895751953,0.0009483000030741096
201122830634900,五次调平,2,-0.00011886470019817352,-0.007557340431958437,-0.0076928106136620045,0.0009267999848816544
201122830635300,五次调平,3,0.6896575689315796,0.14783407747745514,100.84724426269531,0.000907299981918186
201122832138600,五次调平,1,-0.07118567824363708,0.10767893493175507,9.795591354370117,0.000891800009412691
201122832140000,五次调平,2,0.002011663746088743,-0.003296283073723316,-0.0034317532554268837,0.0008738000178709626
201122832140500,五次调平,3,0.6891394853591919,0.1504233032464981,100.84722900390625,0.0008543999865651131
201122833651900,五次调平,1,-0.06432446092367172,0.14339691400527954,9.788093566894531,0.0008453000045847148
201122833653600,五次调平,2,0.004142192658036947,-0.00010049009142676368,0.000829304161015898,0.000823200010927394
201122833654100,五次调平,3,0.6899045705795288,0.15182365477085114,100.84735107421875,0.0008034999773371965
201122835157800,五次调平,1,-0.014440953731536865,0.17924419045448303,9.81608772277832,0.0008795000030659139
201122835159400,五次调平,2,-0.004379922058433294,-0.002231018850579858,0.000829304161015898,0.0008618000138085335
201122835159800,五次调平,3,0.691880464553833,0.15259993076324463,100.84716033935547,0.0008427999855484813
201122836663600,五次调平,1,0.04262015223503113,0.1864841729402542,9.822944641113281,0.0009490000084042549
201122836664800,五次调平,2,-0.005445186514407396,-0.003296283073723316,-0.0002359601785428822,0.0009265000117011368
201122836665300,五次调平,3,0.6929760575294495,0.1515698879957199,100.84683990478516,0.0009070000087376684
201122838194000,五次调平,1,0.05715674161911011,0.1436392366886139,9.823305130004883,0.0009075000125449151
201122838195300,五次调平,2,-0.006510450504720211,-0.004361547529697418,0.0029598327819257975,0.0008908000017981976
201122838195800,五次调平,3,0.6939305067062378,0.14870817959308624,100.84630584716797,0.0008723000064492226
201122839712600,五次调平,1,-0.013898387551307678,0.08635544776916504,9.80984878540039,0.0009451999794691801
201122839713800,五次调平,2,-0.004379922058433294,-0.011818397790193558,0.0029598327819257975,0.0009227000118698925
201122839716400,五次调平,3,0.6929904222488403,0.14838503301143646,100.846435546875,0.000905699998838827
201122841237100,五次调平,1,-0.0781375914812088,0.06477612257003784,9.781770706176758,0.0008771000138949603
201122841237600,五次调平,2,-0.00011886470019817352,-0.023536305874586105,-0.0002359601785428822,0.0008583999879192561
201122841237900,五次调平,3,0.6905355453491211,0.1486589014530182,100.84703826904297,0.000839599990285933
201122842735600,五次调平,1,-0.07822803407907486,0.07906462252140045,9.781633377075195,0.0009318000229541212
201122842736600,五次调平,2,0.0009463997557759285,-0.012883661314845085,0.001894568558782339,0.0009125999931711704
201122842737000,五次调平,3,0.6897671222686768,0.1496284306049347,100.84744262695312,0.0008934999932534993
201122844306400,五次调平,1,-0.0069921910762786865,0.09345586597919464,9.781242370605469,0.0009335000067949295
201122844311900,五次调平,2,0.012664306908845901,0.007356360089033842,0.00615562591701746,0.0009218000050168484
201122844314800,五次调平,3,0.6897830367088318,0.15113326907157898,100.84851837158203,0.0009067000064533204
201122845806700,五次调平,1,0.007273070514202118,0.09347641468048096,9.781190872192383,0.00102530000731349
201122845810100,五次调平,2,0.019055893644690514,0.005225831642746925,0.00615562591701746,0.0010088999988511205
201122845812300,五次调平,3,0.6903524398803711,0.15133008360862732,100.84899139404297,0.0009915000118780881
201122847312400,五次调平,1,0.035939574241638184,0.10071587562561035,9.809534072875977,0.0009573999850545079
201122847313200,五次调平,2,0.01692536473274231,-0.003296283073723316,0.000829304161015898,0.0009391999919898808
201122847313600,五次调平,3,0.6916823983192444,0.1499515324831009,100.84928894042969,0.0009204000234603882
201122848773400,五次调平,1,0.021311812102794647,0.0934293270111084,9.74549674987793,0.0007941999938338995
201122848774600,五次调平,2,0.002011663746088743,0.0030953027307987213,0.001894568558782339,0.0007752999954391271
201122848775000,五次调平,3,0.691349446773529,0.14870640635490417,100.84967803955078,0.0007551999879069626
201122850277000,五次调平,1,0.014043442904949188,0.10769401490688324,9.738256454467773,0.000920199992833659
201122850278200,五次调平,2,-0.004379922058433294,0.008421625010669231,0.001894568558782339,0.0009002999868243933
201122850278800,五次调平,3,0.6908819675445557,0.14895346760749817,100.84990692138672,0.0008755000017117709
201122851817000,五次调平,1,-0.007309064269065857,0.1148344948887825,9.752521514892578,0.0009968000231310725
201122851818400,五次调平,2,-0.008640979416668415,0.016943739727139473,-0.0002359601785428822,0.0009753000049386173
201122851819000,五次调平,3,0.6903201937675476,0.15013189613819122,100.84992980957031,0.0009564000065438449
201122853325800,五次调平,1,0.007364161312580109,0.13645011186599731,9.837808609008789,0.0008898999949451536
201122853326800,五次调平,2,-0.004379922058433294,0.018009003251791,-0.004497017711400986,0.0008711999980732799
201122853327200,五次调平,3,0.6899273991584778,0.1523575484752655,100.849365234375,0.0008525000012014061
201122854842300,五次调平,1,0.014677837491035461,0.12219895422458649,9.852176666259766,0.0008641000022180378
201122854843000,五次调平,2,0.002011663746088743,0.004160567186772823,0.005090361461043358,0.0008445999992545694
201122854843400,五次调平,3,0.6905438303947449,0.1524692326784134,100.84918212890625,0.0008250000246334821
201122856322800,五次调平,1,0.014722809195518494,0.09358137845993042,9.831066131591797,0.0009176000021398067
201122856323800,五次调平,2,0.004142192658036947,-0.00010049009142676368,0.00615562591701746,0.0008977999968919903
201122856324300,五次调平,3,0.6902486681938171,0.15219824016094208,100.84951782226562,0.0008780999924056232
201122857826700,五次调平,1,-0.013852924108505249,0.1006845235824585,9.831098556518555,0.0008904999995138496
201122857827600,五次调平,2,0.005207457114011049,0.005225831642746925,0.001894568558782339,0.0008723000064492226
201122857830100,五次调平,3,0.6898459792137146,0.1528930962085724,100.85031127929688,0.0008551999926567078
201122859337400,五次调平,1,-0.028254002332687378,0.10778116434812546,9.816823959350586,0.0009273999894503504
201122859338800,五次调平,2,0.0030769282020628452,0.0030953027307987213,0.000829304161015898,0.0009051000233739614
201122859339300,五次调平,3,0.689792811870575,0.15370438992977142,100.85047912597656,0.0008855999913066626
201122860924400,五次调平,1,-0.04960691183805466,0.07913278043270111,9.79578971862793,0.0009189000120386481
201122860925000,五次调平,2,-0.007575714960694313,-0.004361547529697418,-0.0013012245763093233,0.0008998999837785959
201122860925400,五次调平,3,0.6880295872688293,0.1553170382976532,100.85041809082031,0.0008809999853838235
201122862402100,五次调平,1,-0.05669424310326576,0.07913602888584137,9.802942276000977,0.0009658999915700406
