t_host_mono_ns,t_rel_s,phase,q_cmd_rad,kp,kd,dq_cmd_rad_s,tau_ff_nm,q_real_rad,dq_real,tau_real_nm
203150538352100,0.0814663,ramp,-0.0749599450675209,2.8513205,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150539343500,0.0824577,ramp,-0.0749599450675209,2.8860194999999997,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150540376300,0.0834905,ramp,-0.0749599450675209,2.9221674999999996,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150541564900,0.0846791,ramp,-0.0749599450675209,2.9637684999999996,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150542170200,0.0852844,ramp,-0.0749599450675209,2.9849539999999997,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150543171500,0.0862857,ramp,-0.0749599450675209,3.0199995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150544541700,0.0876559,ramp,-0.0749599450675209,3.0679564999999993,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150545149600,0.0882638,ramp,-0.0749599450675209,3.089233,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150546174100,0.0892883,ramp,-0.0749599450675209,3.1250904999999998,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150547309200,0.0904234,ramp,-0.0749599450675209,3.164819,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150548313100,0.0914273,ramp,-0.0749599450675209,3.1999555,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150549478800,0.092593,ramp,-0.0749599450675209,3.2407549999999996,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150550507800,0.093622,ramp,-0.0749599450675209,3.27677,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150550991400,0.0941056,ramp,-0.0749599450675209,3.2936959999999997,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150552088700,0.0952029,ramp,-0.0749599450675209,3.3321015,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150553754700,0.0968689,ramp,-0.0749599450675209,3.3904115,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150554386900,0.0975011,ramp,-0.0749599450675209,3.4125384999999993,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150555389200,0.0985034,ramp,-0.0749599450675209,3.447619,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150556524400,0.0996386,ramp,-0.0749599450675209,3.4873509999999994,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150557121500,0.1002357,ramp,-0.0749599450675209,3.5082495,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150558124900,0.1012391,ramp,-0.0749599450675209,3.5433684999999993,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150559178700,0.1022929,ramp,-0.0749599450675209,3.5802515,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150560399500,0.1035137,ramp,-0.0749599450675209,3.6229795,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150561411200,0.1045254,ramp,-0.0749599450675209,3.6583889999999997,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150562518500,0.1056327,ramp,-0.0749599450675209,3.6971444999999994,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150563018100,0.1061323,ramp,-0.0749599450675209,3.7146305,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150564038000,0.1071522,ramp,-0.0749599450675209,3.7503269999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150565709000,0.1088232,ramp,-0.0749599450675209,3.8088119999999996,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150566369900,0.1094841,ramp,-0.0749599450675209,3.8319435,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150567521300,0.1106355,ramp,-0.0749599450675209,3.8722425,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150568382900,0.1114971,ramp,-0.0749599450675209,3.9023985,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150569386200,0.1125004,ramp,-0.0749599450675209,3.9375139999999997,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150570394800,0.113509,ramp,-0.0749599450675209,3.9728149999999998,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150571403700,0.1145179,ramp,-0.0749599450675209,4.0081264999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150572410100,0.1155243,ramp,-0.0749599450675209,4.043350499999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150573414400,0.1165286,ramp,-0.0749599450675209,4.078500999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150574418400,0.1175326,ramp,-0.0749599450675209,4.113640999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150575427400,0.1185416,ramp,-0.0749599450675209,4.148955999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150576489300,0.1196035,ramp,-0.0749599450675209,4.1861225,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150577432900,0.1205471,ramp,-0.0749599450675209,4.2191485,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150578438900,0.1215531,ramp,-0.0749599450675209,4.2543584999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150579444600,0.1225588,ramp,-0.0749599450675209,4.2895579999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150580452100,0.1235663,ramp,-0.0749599450675209,4.3248204999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150581561800,0.124676,ramp,-0.0749599450675209,4.363659999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150582463800,0.125578,ramp,-0.0749599450675209,4.39523,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.024420024420024333
203150583850100,0.1269643,ramp,-0.0749599450675209,4.443750499999999,2.0,0.0,0.0,-0.0749599450675209,-0.010989010989007397,-0.024420024420024333
203150585457000,0.1285712,ramp,-0.0749599450675209,4.499992,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150585564900,0.1286791,ramp,-0.0749599450675209,4.5037685,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150586584300,0.1296985,ramp,-0.0749599450675209,4.5394475,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150587465500,0.1305797,ramp,-0.0749599450675209,4.5702894999999994,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150588534900,0.1316491,ramp,-0.0749599450675209,4.6077185,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150589477700,0.1325919,ramp,-0.0749599450675209,4.6407165,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150590061700,0.1331759,ramp,-0.0749599450675209,4.661156500000001,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150591070800,0.134185,ramp,-0.0749599450675209,4.6964749999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150592077200,0.1351914,ramp,-0.0749599450675209,4.731698999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150593079500,0.1361937,ramp,-0.0749599450675209,4.7667795,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150594083300,0.1371975,ramp,-0.0749599450675209,4.8019125,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150595093500,0.1382077,ramp,-0.0749599450675209,4.8372695,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150596098600,0.1392128,ramp,-0.0749599450675209,4.8724479999999994,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150597107400,0.1402216,ramp,-0.0749599450675209,4.907756,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150598108100,0.1412223,ramp,-0.0749599450675209,4.9427805,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150599753300,0.1428675,ramp,-0.0749599450675209,5.0003625,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150600199900,0.1433141,ramp,-0.0749599450675209,5.0159935,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150601429000,0.1445432,ramp,-0.0749599450675209,5.059012,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150602555400,0.1456696,ramp,-0.0749599450675209,5.0984359999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150603099900,0.1462141,ramp,-0.0749599450675209,5.1174935,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150604212700,0.1473269,ramp,-0.0749599450675209,5.1564415,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150605211500,0.1483257,ramp,-0.0749599450675209,5.1913995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150606222600,0.1493368,ramp,-0.0749599450675209,5.226787999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150607237400,0.1503516,ramp,-0.0749599450675209,5.262306,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150608250400,0.1513646,ramp,-0.0749599450675209,5.2977609999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150609265400,0.1523796,ramp,-0.0749599450675209,5.333285999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150610284200,0.1533984,ramp,-0.0749599450675209,5.368943999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150611315900,0.1544301,ramp,-0.0749599450675209,5.405053499999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150612325800,0.15544,ramp,-0.0749599450675209,5.4403999999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150613354000,0.1564682,ramp,-0.0749599450675209,5.476387,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150614689200,0.1578034,ramp,-0.0749599450675209,5.5231189999999994,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150615270200,0.1583844,ramp,-0.0749599450675209,5.5434540000000005,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150616273100,0.1593873,ramp,-0.0749599450675209,5.5785555,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150617280500,0.1603947,ramp,-0.0749599450675209,5.6138145,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150618285600,0.1613998,ramp,-0.0749599450675209,5.648993,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150619295800,0.16241,ramp,-0.0749599450675209,5.684349999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150620301100,0.1634153,ramp,-0.0749599450675209,5.7195355,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150621319900,0.1644341,ramp,-0.0749599450675209,5.755193499999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150622308300,0.1654225,ramp,-0.0749599450675209,5.789787499999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150623309700,0.1664239,ramp,-0.0749599450675209,5.8248365,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150624342700,0.1674569,ramp,-0.0749599450675209,5.860991499999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150625567800,0.168682,ramp,-0.0749599450675209,5.9038699999999995,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150626158700,0.1692729,ramp,-0.0749599450675209,5.9245515,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150627171800,0.170286,ramp,-0.0749599450675209,5.96001,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150628174800,0.171289,ramp,-0.0749599450675209,5.995114999999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150629179900,0.1722941,ramp,-0.0749599450675209,6.0302935,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150630186700,0.1733009,ramp,-0.0749599450675209,6.0655315000000005,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150631190200,0.1743044,ramp,-0.0749599450675209,6.100654,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150632195300,0.1753095,ramp,-0.0749599450675209,6.1358325,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150633200000,0.1763142,ramp,-0.0749599450675209,6.170997,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150634205100,0.1773193,ramp,-0.0749599450675209,6.2061755000000005,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150635210900,0.1783251,ramp,-0.0749599450675209,6.241378499999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150636219500,0.1793337,ramp,-0.0749599450675209,6.2766795,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150637226800,0.180341,ramp,-0.0749599450675209,6.311935,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150638227600,0.1813418,ramp,-0.0749599450675209,6.346963,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150639231100,0.1823453,ramp,-0.0749599450675209,6.382085499999999,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
203150640239300,0.1833535,ramp,-0.0749599450675209,6.4173725,2.0,0.0,0.0,-0.0745784695201035,-0.010989010989007397,-0.03418803418803407
