scenario,repeat,scenario_phase,phase_time_s,scenario_time_s,step,episode_step,command_x,command_y,command_yaw,reward,done,gait_phase,root_height_m,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,projected_gravity_x,projected_gravity_y,projected_gravity_z,mechanical_power_abs_w,raw_action_FL_thigh,raw_action_FL_calf,raw_action_FR_thigh,raw_action_FR_calf,raw_action_RL_thigh,raw_action_RL_calf,raw_action_RR_thigh,raw_action_RR_calf,applied_action_FL_thigh,applied_action_FL_calf,applied_action_FR_thigh,applied_action_FR_calf,applied_action_RL_thigh,applied_action_RL_calf,applied_action_RR_thigh,applied_action_RR_calf,joint_target_rad_FL_thigh,joint_target_rad_FL_calf,joint_target_rad_FR_thigh,joint_target_rad_FR_calf,joint_target_rad_RL_thigh,joint_target_rad_RL_calf,joint_target_rad_RR_thigh,joint_target_rad_RR_calf,joint_pos_rad_FL_thigh,joint_pos_rad_FL_calf,joint_pos_rad_FR_thigh,joint_pos_rad_FR_calf,joint_pos_rad_RL_thigh,joint_pos_rad_RL_calf,joint_pos_rad_RR_thigh,joint_pos_rad_RR_calf,joint_vel_rad_s_FL_thigh,joint_vel_rad_s_FL_calf,joint_vel_rad_s_FR_thigh,joint_vel_rad_s_FR_calf,joint_vel_rad_s_RL_thigh,joint_vel_rad_s_RL_calf,joint_vel_rad_s_RR_thigh,joint_vel_rad_s_RR_calf,joint_acc_rad_s2_FL_thigh,joint_acc_rad_s2_FL_calf,joint_acc_rad_s2_FR_thigh,joint_acc_rad_s2_FR_calf,joint_acc_rad_s2_RL_thigh,joint_acc_rad_s2_RL_calf,joint_acc_rad_s2_RR_thigh,joint_acc_rad_s2_RR_calf,joint_torque_nm_FL_thigh,joint_torque_nm_FL_calf,joint_torque_nm_FR_thigh,joint_torque_nm_FR_calf,joint_torque_nm_RL_thigh,joint_torque_nm_RL_calf,joint_torque_nm_RR_thigh,joint_torque_nm_RR_calf,foot_height_m_FL_foot,foot_height_m_FR_foot,foot_height_m_RL_foot,foot_height_m_RR_foot,foot_vel_z_m_s_FL_foot,foot_vel_z_m_s_FR_foot,foot_vel_z_m_s_RL_foot,foot_vel_z_m_s_RR_foot,foot_contact_force_n_FL_foot,foot_contact_force_n_FR_foot,foot_contact_force_n_RL_foot,foot_contact_force_n_RR_foot,desired_contact_FL_foot,desired_contact_FR_foot,desired_contact_RL_foot,desired_contact_RR_foot
stand,0,settle,0.0,0.0,0,1,0.0,0.0,0.0,0.05139501020312309,0,0.0,0.2991429567337036,0.06335556507110596,0.02465657703578472,-0.02513113245368004,-0.14231863617897034,0.1683250218629837,-0.04663436859846115,-0.00032781608751975,0.0001608345628483221,-0.9999999403953552,4.482020378112793,-0.10024768114089966,0.7257375121116638,-0.006938271224498749,0.7542483806610107,-0.11025141179561615,0.6271563768386841,0.0001357048749923706,0.6183830499649048,-0.10024768114089966,0.7257375121116638,-0.006938271224498749,0.7542483806610107,-0.11025141179561615,0.6271563768386841,0.0001357048749923706,0.6183830499649048,0.059950463473796844,-0.01485249400138855,-0.08138765394687653,-0.009150311350822449,0.05794971436262131,-0.03456871211528778,-0.07997285574674606,-0.03632338345050812,-0.09936905652284622,-0.015267978422343731,0.06219891086220741,-0.010943425819277763,-0.08092651516199112,-0.010090820491313934,0.07607066631317139,-0.011391659267246723,1.682413935661316,-0.003282397985458374,-0.3159123659133911,-0.6397641897201538,-0.18154563009738922,0.1425146460533142,0.10233606398105621,0.1865130364894867,57.78281784057617,47.15394973754883,147.0756072998047,-117.92604064941406,26.62425422668457,-1.1241883039474487,-62.47633743286133,-18.473220825195312,1.3065550327301025,0.53526371717453,-1.7419092655181885,0.09483484923839569,4.38810396194458,-1.138077735900879,-4.434788227081299,-1.3857569694519043,0.02071792632341385,0.020140528678894043,0.02015497535467148,0.020253874361515045,-0.12341192364692688,-0.04009285569190979,-0.024843230843544006,0.05866071581840515,0.0,55.344879150390625,54.97598648071289,20.48354148864746,1.0,1.0,1.0,1.0
stand,0,settle,0.02,0.02,1,2,0.0,0.0,0.0,0.03870035707950592,0,0.0,0.2991119921207428,0.06770151108503342,0.0345381461083889,0.0036460275296121836,0.056129246950149536,-0.07065078616142273,-0.19113315641880035,-0.0005812920862808824,0.00020039976516272873,-0.9999998211860657,1.0268375873565674,-0.5172891616821289,0.9833585023880005,0.6348710656166077,1.0429960489273071,-0.5420488119125366,0.6112732887268066,0.45802950859069824,0.6511125564575195,-0.5172891616821289,0.9833585023880005,0.6348710656166077,1.0429960489273071,-0.5420488119125366,0.6112732887268066,0.45802950859069824,0.6511125564575195,-0.023457832634449005,0.0366717129945755,0.04697421193122864,0.04859921336174011,-0.028409764170646667,-0.03774533420801163,0.011605903506278992,-0.02977748215198517,-0.08542197942733765,-0.011203479953110218,0.062473900616168976,-0.009354066103696823,-0.07419762760400772,-0.012768449261784554,0.06410394608974457,-0.015971321612596512,0.6114869117736816,0.2769477367401123,-0.14548681676387787,0.06316918879747391,0.5484980344772339,-0.25039830803871155,-0.5374959111213684,-0.03872864693403244,11.594223976135254,13.18088436126709,-1.1268526315689087,1.7243534326553345,28.150999069213867,-20.11670684814453,4.1973114013671875,13.98023796081543,0.47148823738098145,0.6956853866577148,-0.1469329446554184,1.5009851455688477,0.45352834463119507,-0.4196946918964386,-0.1329963207244873,-0.11185899376869202,0.020269781351089478,0.02022116631269455,0.02020283043384552,0.02038147859275341,0.00856763031333685,0.002304174704477191,0.012535547837615013,-0.023062964901328087,0.0,59.84990692138672,56.98529052734375,0.0,1.0,1.0,1.0,1.0
stand,0,settle,0.04,0.04,2,3,0.0,0.0,0.0,0.0492422953248024,0,0.0,0.2991870939731598,0.09424673020839691,0.03640683740377426,0.011793099343776703,-0.061413995921611786,-0.021050889045000076,-0.034589141607284546,-0.0010188252199441195,0.0004365716886240989,-0.9999994039535522,1.7492492198944092,-0.3765529990196228,0.9443247318267822,0.488813579082489,1.01742684841156,-0.45590537786483765,0.6954431533813477,0.2004525363445282,0.9547379612922668,-0.3765529990196228,0.9443247318267822,0.488813579082489,1.01742684841156,-0.45590537786483765,0.6954431533813477,0.2004525363445282,0.9547379612922668,0.004689395427703857,0.028864949941635132,0.017762720584869385,0.0434853732585907,-0.011181078851222992,-0.020911365747451782,-0.0399094894528389,0.030947595834732056,-0.07621243596076965,-0.010486518032848835,0.057509396225214005,-0.006554449908435345,-0.06480829417705536,-0.016429439187049866,0.06188447028398514,-0.01287766918540001,0.3001302182674408,0.00047813355922698975,-0.3372669219970703,0.4355665147304535,0.3644335865974426,-0.05670750141143799,-0.1692599654197693,0.15113607048988342,12.728607177734375,-13.75879955291748,-11.504817008972168,17.114465713500977,-3.0815064907073975,1.2581408023834229,-13.358567237854004,-4.644358158111572,1.8104287385940552,0.7855876088142395,-0.49864134192466736,0.6929197311401367,0.705202579498291,0.006791070103645325,-2.143674850463867,0.7628785371780396,0.02023073472082615,0.020228616893291473,0.02026360109448433,0.02020263671875,0.000523032620549202,0.003027839818969369,-0.00512951472774148,0.01112911943346262,38.434242248535156,0.0,15.042647361755371,55.06870651245117,1.0,1.0,1.0,1.0
stand,0,settle,0.06,0.06,3,4,0.0,0.0,0.0,0.047645315527915955,0,0.0,0.2992425560951233,0.11362531781196594,0.031191904097795486,0.005791986361145973,-0.0235856082290411,0.010180449113249779,0.03557659685611725,-0.0010922468500211835,0.0008699453319422901,-0.9999990463256836,1.3101006746292114,-0.37404918670654297,1.0275731086730957,0.5784292221069336,0.9784075021743774,-0.4519319534301758,0.7503890991210938,0.279996395111084,0.8307953476905823,-0.37404918670654297,1.0275731086730957,0.5784292221069336,0.9784075021743774,-0.4519319534301758,0.7503890991210938,0.279996395111084,0.8307953476905823,0.005190156400203705,0.045514628291130066,0.03568584471940994,0.035681501030921936,-0.0103863924741745,-0.009922176599502563,-0.02400071918964386,0.006159082055091858,-0.0687166377902031,-0.01213288214057684,0.05144954100251198,-0.004329324699938297,-0.05722348764538765,-0.018180903047323227,0.05621674284338951,-0.01136541087180376,0.3356916904449463,-0.07394784688949585,-0.3154235780239105,0.09828973561525345,0.3255150616168976,-0.01992935501039028,-0.3023655116558075,0.08419810980558395,1.8867313861846924,-0.8893787860870361,-6.040561199188232,-1.9683256149291992,-2.362525463104248,2.342101573944092,-8.528250694274902,-5.439515590667725,1.3766502141952515,1.53829026222229,0.05597221851348877,0.8980713486671448,0.6076675057411194,0.32330942153930664,-1.3457348346710205,0.2035571038722992,0.020233608782291412,0.020237397402524948,0.02025751583278179,0.020207863301038742,0.0003684753319248557,0.0016833419213071465,0.0015085125342011452,0.006220159120857716,36.85627746582031,9.328987121582031,18.818851470947266,46.642539978027344,1.0,1.0,1.0,1.0
stand,0,settle,0.08,0.08,4,5,0.0,0.0,0.0,0.04481259733438492,0,0.0,0.29927822947502136,0.1330762356519699,0.03215080127120018,0.006547434721142054,-0.021003609523177147,0.01344598364084959,0.03042523004114628,-0.0010976532939821482,0.0012691332958638668,-0.9999985694885254,1.4911621809005737,-0.3291011452674866,1.056298017501831,0.5357885956764221,1.0267398357391357,-0.37806594371795654,0.7493258714675903,0.2859730124473572,0.844602108001709,-0.3291011452674866,1.056298017501831,0.5357885956764221,1.0267398357391357,-0.37806594371795654,0.7493258714675903,0.2859730124473572,0.844602108001709,0.014179766178131104,0.0512596070766449,0.027157723903656006,0.045347973704338074,0.00438680499792099,-0.01013481616973877,-0.02280539646744728,0.008920431137084961,-0.060282982885837555,-0.014307414181530476,0.04444389417767525,-0.0023828332778066397,-0.04928126186132431,-0.019484611228108406,0.04852882772684097,-0.010360941290855408,0.40996891260147095,-0.09044303745031357,-0.3844941258430481,0.08865737915039062,0.390919029712677,-0.028415275737643242,-0.35702577233314514,0.08499618619680405,5.027139186859131,-0.7933720946311951,-2.6707828044891357,0.6684824824333191,3.451526165008545,2.938734292984009,0.0398099422454834,-0.3557071089744568,1.2479844093322754,1.7696958780288696,0.14613866806030273,1.1594922542572021,0.724439263343811,0.385223388671875,-0.9518100023269653,0.3120104968547821,0.020241787657141685,0.020233366638422012,0.020233655348420143,0.02022489905357361,0.0021969550289213657,0.0013938236515969038,0.004064322914928198,0.0075883218087255955,22.479251861572266,25.279312133789062,31.768115997314453,31.189790725708008,1.0,1.0,1.0,1.0
stand,0,settle,0.1,0.1,5,6,0.0,0.0,0.0,0.04433489963412285,0,0.0,0.2993060052394867,0.1447611302137375,0.031407833099365234,0.005461215972900391,-0.018662579357624054,0.011838208884000778,0.0038033723831176758,-0.0010777346324175596,0.001622821670025587,-0.9999980926513672,1.210391879081726,-0.32563936710357666,1.066117286682129,0.5247109532356262,1.0280742645263672,-0.3687027096748352,0.7512151002883911,0.3007166087627411,0.8149842619895935,-0.32563936710357666,1.066117286682129,0.5247109532356262,1.0280742645263672,-0.3687027096748352,0.7512151002883911,0.3007166087627411,0.8149842619895935,0.014872126281261444,0.05322346091270447,0.024942196905612946,0.045614853501319885,0.006259456276893616,-0.009756967425346375,-0.01985667645931244,0.0029968619346618652,-0.05084439367055893,-0.016171518713235855,0.036733731627464294,-0.0007043110090307891,-0.04001197963953018,-0.0209802333265543,0.04061444476246834,-0.008972324430942535,0.46306875348091125,-0.07159797102212906,-0.42456376552581787,0.06600117683410645,0.48408272862434387,-0.07682400941848755,-0.38296636939048767,0.09235943108797073,2.3475170135498047,0.035549700260162354,-1.3642430305480957,1.5343143939971924,5.865478515625,-5.061075210571289,-0.9238302707672119,0.1392647624015808,0.8270870447158813,1.8301596641540527,0.3397817313671112,1.1753431558609009,0.36369413137435913,0.46430081129074097,-0.6608067154884338,0.10535669326782227,0.020239001139998436,0.020231526345014572,0.020239563658833504,0.020225094631314278,0.0008454240742139518,0.0016801055753603578,0.006095334887504578,0.0059830136597156525,24.904420852661133,25.5297794342041,29.88697624206543,29.70919418334961,1.0,1.0,1.0,1.0
stand,0,settle,0.12,0.12,6,7,0.0,0.0,0.0,0.04318138211965561,0,0.0,0.29931920766830444,0.15188553929328918,0.03009074367582798,0.003980281762778759,-0.016429560258984566,0.011683784425258636,0.016360409557819366,-0.001071435515768826,0.001954820938408375,-0.9999974966049194,1.029590129852295,-0.30794182419776917,1.052978754043579,0.5000401735305786,1.0343233346939087,-0.34043633937835693,0.7441655397415161,0.2883521318435669,0.8204260468482971,-0.30794182419776917,1.052978754043579,0.5000401735305786,1.0343233346939087,-0.34043633937835693,0.7441655397415161,0.2883521318435669,0.8204260468482971,0.018411632627248764,0.050595760345458984,0.020008035004138947,0.046864673495292664,0.011912725865840912,-0.011166885495185852,-0.022329572588205338,0.00408521294593811,-0.040890421718358994,-0.017885927110910416,0.028494946658611298,0.0009095403365790844,-0.030038511380553246,-0.022518346086144447,0.032217904925346375,-0.007582475431263447,0.49504292011260986,-0.08247292041778564,-0.4531058371067047,0.07228520512580872,0.4830408990383148,-0.04573602229356766,-0.4272938668727875,0.07997480034828186,1.5310704708099365,-1.6580164432525635,-0.7874369621276855,2.7321419715881348,0.2813100814819336,0.24534761905670166,-1.8401920795440674,-0.9610384702682495,0.5488100051879883,1.8136725425720215,0.46038907766342163,1.1654309034347534,0.19414293766021729,0.4575478434562683,-0.448661208152771,0.11331996321678162,0.020237188786268234,0.020232945680618286,0.020244628190994263,0.02021978050470352,0.0007084347307682037,0.0003436383849475533,0.004119966644793749,0.005063934717327356,30.05823516845703,21.82670021057129,24.64589500427246,32.98746871948242,1.0,1.0,1.0,1.0
stand,0,settle,0.14,0.14,7,8,0.0,0.0,0.0,0.04291611909866333,0,0.0,0.29931530356407166,0.15465176105499268,0.028007471933960915,0.0031545774545520544,-0.014265703968703747,0.011431733146309853,0.019773783162236214,-0.0010593089973554015,0.0022724540904164314,-0.9999968409538269,0.8161962032318115,-0.29396238923072815,1.061086654663086,0.48229506611824036,1.0248701572418213,-0.30576056241989136,0.7513331174850464,0.2890748381614685,0.812982439994812,-0.29396238923072815,1.061086654663086,0.48229506611824036,1.0248701572418213,-0.30576056241989136,0.7513331174850464,0.2890748381614685,0.812982439994812,0.021207518875598907,0.052217334508895874,0.016459017992019653,0.04497404396533966,0.018847886472940445,-0.00973336398601532,-0.022185031324625015,0.0025964975357055664,-0.030768970027565956,-0.019594084471464157,0.019991187378764153,0.0026147353928536177,-0.020124567672610283,-0.02376362681388855,0.023374123498797417,-0.006331991404294968,0.511702299118042,-0.08302509784698486,-0.46751561760902405,0.06963813304901123,0.48878470063209534,-0.040667761117219925,-0.45046696066856384,0.06974692642688751,0.5483150482177734,-0.20423829555511475,-0.16081929206848145,2.026420831680298,0.7115483283996582,-0.04332438111305237,-0.34158825874328613,-0.4732757806777954,0.2793680429458618,1.9123800992965698,0.5984961986541748,1.0638995170593262,0.10647356510162354,0.5246081352233887,-0.1827048659324646,0.07015816867351532,0.020237518474459648,0.02023148722946644,0.02024071477353573,0.020222239196300507,0.0009519231389276683,0.00019388504733797163,0.00428388686850667,0.005054599139839411,29.61235809326172,24.9722957611084,25.68962860107422,29.96364974975586,1.0,1.0,1.0,1.0
stand,0,settle,0.16,0.16,8,9,0.0,0.0,0.0,0.04348571226000786,0,0.0,0.29929351806640625,0.1541401594877243,0.02568829618394375,0.0021078146528452635,-0.011429059319198132,0.011118190363049507,0.014716331847012043,-0.0010494969319552183,0.002557629020884633,-0.9999961853027344,0.6023532152175903,-0.28260430693626404,1.0586881637573242,0.46141770482063293,1.0216591358184814,-0.2682177424430847,0.7548402547836304,0.283308207988739,0.8114845752716064,-0.28260430693626404,1.0586881637573242,0.46141770482063293,1.0216591358184814,-0.2682177424430847,0.7548402547836304,0.283308207988739,0.8114845752716064,0.02347913756966591,0.05173763632774353,0.01228354126214981,0.044331833720207214,0.026356447488069534,-0.009031936526298523,-0.023338355123996735,0.002296924591064453,-0.020667757838964462,-0.021105928346514702,0.011443260125815868,0.00423190463334322,-0.01017131470143795,-0.024887124076485634,0.014541121199727058,-0.005098644644021988,0.5198047161102295,-0.07694663107395172,-0.4708561897277832,0.060697536915540695,0.4944382905960083,-0.04073062166571617,-0.45202013850212097,0.06672601401805878,-0.24617910385131836,2.0144596099853516,0.4487037658691406,1.62946355342865,-0.48516392707824707,-0.29777735471725464,2.3180127143859863,3.2447867393493652,0.018816351890563965,1.9496222734451294,0.7069922089576721,1.0148396492004395,0.017046809196472168,0.5780593156814575,0.023508965969085693,0.08191342651844025,0.020236385986208916,0.020230237394571304,0.020237330347299576,0.020221224054694176,0.0008085493464022875,-9.497805876890197e-05,0.004636609926819801,0.004352960269898176,30.255718231201172,25.450700759887695,25.137470245361328,29.007064819335938,1.0,1.0,1.0,1.0
stand,0,settle,0.18,0.18,9,10,0.0,0.0,0.0,0.044236768037080765,0,0.0,0.2992573380470276,0.15092380344867706,0.02303258329629898,0.0012719305232167244,-0.011385704390704632,0.008366518653929234,0.014647547155618668,-0.0010351918172091246,0.002801306080073118,-0.9999955296516418,0.8359005451202393,-0.2758345901966095,1.0520563125610352,0.43884512782096863,1.0150789022445679,-0.23219023644924164,0.7575645446777344,0.27474915981292725,0.8116106986999512,-0.2758345901966095,1.0520563125610352,0.43884512782096863,1.0150789022445679,-0.23219023644924164,0.7575645446777344,0.27474915981292725,0.8116106986999512,0.024833079427480698,0.05041126906871796,0.0077690258622169495,0.04301579296588898,0.03356194868683815,-0.008487090468406677,-0.025050166994333267,0.002322152256965637,-0.010779039934277534,-0.02239793725311756,0.0030407148879021406,0.005755492951720953,-0.000409565691370517,-0.025863531976938248,0.0058792755007743835,-0.003903154283761978,0.5190706253051758,-0.08438922464847565,-0.4655318260192871,0.058238983154296875,0.4854312837123871,-0.029354900121688843,-0.4510851502418518,0.05950990319252014,0.2683401107788086,-2.7589023113250732,1.2042582035064697,2.7459583282470703,-2.2216498851776123,4.283474445343018,2.7260243892669678,3.7039079666137695,-0.22497153282165527,1.913011074066162,0.7932947874069214,0.9524613618850708,-0.05260533094406128,0.6548240780830383,0.18571770191192627,0.0735921561717987,0.020235847681760788,0.020228860899806023,0.02023950032889843,0.020219407975673676,0.0012398076942190528,0.0007410083198919892,0.003309529973194003,0.004141605459153652,32.41600799560547,26.076963424682617,23.70538902282715,29.103559494018555,1.0,1.0,1.0,1.0
